id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula	ori_StatisticalDebugging	pred_StatisticalDebugging	predWithReplace_StatisticalDebugging	tot_StatisticalDebugging	ori_OriginalStatisticalDebugging	pred_OriginalStatisticalDebugging	predWithReplace_OriginalStatisticalDebugging	tot_OriginalStatisticalDebugging
1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	3.0	17.0	1.0	1.0	1.0	17.0	17.0	17.0	17.0
2	17.0	2.0	5.0	2.0	20.0	3.0	7.0	6.0	20.0	3.0	6.0	5.0	44.0	9.0	33.0	16.0	17.0	2.0	5.0	7.0	7.0	2.0	2.0	2.0	7.0	9.0	9.0	9.0
3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	9.0	9.0	9.0	6.0	6.0	6.0	6.0
4	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	7.0	80.0	1.0	1.0	1.0	80.0	1.0	1.0	1.0
5	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	4.0	1.0	1.0	1.0	4.0	4.0	4.0	4.0
6	14.0	10.0	14.0	14.0	14.0	10.0	14.0	13.0	14.0	10.0	14.0	12.0	3.0	2.0	3.0	2.0	14.0	10.0	14.0	10.0	8.0	13.0	13.0	13.0	8.0	9.0	9.0	9.0
7	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	4.0	1.0	1.0	1.0	4.0	4.0	4.0	4.0
8	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
9	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	9.0	14.0	14.0	14.0	9.0	9.0	9.0	9.0
10	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
11	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
12	6.0	56.0	6.0	9.0	6.0	56.0	6.0	9.0	6.0	56.0	6.0	9.0	6.0	56.0	6.0	25.0	6.0	56.0	6.0	25.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
13	4.0	6.0	6.0	3.0	4.0	6.0	6.0	6.0	4.0	6.0	6.0	3.0	4.0	6.0	6.0	3.0	4.0	6.0	6.0	3.0	14.0	21.0	21.0	21.0	14.0	14.0	14.0	14.0
14	7.0	1.0	7.0	1.0	10.0	1.0	10.0	1.0	7.0	1.0	7.0	1.0	58.0	20.0	58.0	39.0	7.0	1.0	7.0	1.0	11.0	16.0	16.0	16.0	11.0	16.0	16.0	16.0
15	10.0	139.0	11.0	13.0	10.0	139.0	11.0	12.0	10.0	139.0	11.0	13.0	10.0	139.0	11.0	85.0	10.0	139.0	11.0	85.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
16	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0
17	2.0	5.0	2.0	2.0	2.0	5.0	2.0	2.0	2.0	5.0	2.0	2.0	2.0	5.0	2.0	3.0	2.0	5.0	2.0	3.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
18	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	4.0	6.0	6.0	6.0	4.0	6.0	6.0	6.0
19	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	73.0	26.0	73.0	26.0	1.0	1.0	1.0	1.0	15.0	23.0	23.0	23.0	15.0	22.0	22.0	22.0
20	5.0	8.0	5.0	6.0	5.0	8.0	5.0	6.0	5.0	8.0	5.0	6.0	5.0	8.0	5.0	7.0	5.0	8.0	5.0	7.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
21	2.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	4.0	1.0	1.0	1.0	4.0	4.0	4.0	4.0
