id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula	ori_StatisticalDebugging	pred_StatisticalDebugging	predWithReplace_StatisticalDebugging	tot_StatisticalDebugging	ori_OriginalStatisticalDebugging	pred_OriginalStatisticalDebugging	predWithReplace_OriginalStatisticalDebugging	tot_OriginalStatisticalDebugging
1	1.0	53.0	1.0	1.0	1.0	53.0	1.0	1.0	1.0	53.0	1.0	1.0	1.0	53.0	1.0	7.0	1.0	53.0	1.0	7.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
2	17.0	2.0	5.0	1.0	20.0	2.0	7.0	5.0	20.0	2.0	6.0	4.0	44.0	2.0	33.0	7.0	17.0	2.0	5.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
3	1.0	19.0	1.0	1.0	1.0	19.0	1.0	1.0	1.0	19.0	1.0	1.0	1.0	19.0	1.0	2.0	1.0	19.0	1.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
4	2.0	5.0	2.0	2.0	1.0	3.0	1.0	1.0	1.0	3.0	1.0	3.0	1.0	1.0	1.0	1.0	2.0	5.0	2.0	3.0	15.0	11.0	11.0	11.0	15.0	2.0	2.0	2.0
5	2.0	7.0	2.0	2.0	2.0	7.0	2.0	2.0	2.0	7.0	2.0	2.0	2.0	7.0	2.0	2.0	2.0	7.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
6	14.0	15.0	14.0	15.0	14.0	15.0	14.0	15.0	14.0	15.0	14.0	16.0	3.0	15.0	3.0	10.0	14.0	15.0	14.0	16.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
7	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0
8	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
9	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	4.0	6.0	6.0	6.0	4.0	4.0	4.0	4.0
10	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
11	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
12	6.0	48.0	6.0	6.0	6.0	48.0	6.0	6.0	6.0	48.0	6.0	6.0	6.0	48.0	6.0	9.0	6.0	48.0	6.0	9.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
13	4.0	39.0	6.0	10.0	4.0	39.0	6.0	6.0	4.0	39.0	6.0	10.0	4.0	39.0	6.0	22.0	4.0	39.0	6.0	22.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
14	7.0	45.0	7.0	7.0	10.0	45.0	10.0	10.0	7.0	45.0	7.0	7.0	58.0	45.0	58.0	58.0	7.0	45.0	7.0	10.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
