id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula	ori_StatisticalDebugging	pred_StatisticalDebugging	predWithReplace_StatisticalDebugging	tot_StatisticalDebugging	ori_OriginalStatisticalDebugging	pred_OriginalStatisticalDebugging	predWithReplace_OriginalStatisticalDebugging	tot_OriginalStatisticalDebugging
1	29.0	1102.0	29.0	29.0	18.0	1102.0	18.0	18.0	18.0	1102.0	18.0	18.0	18.0	1102.0	18.0	18.0	29.0	1102.0	29.0	35.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
2	1.0	341.0	1.0	1.0	1.0	341.0	1.0	1.0	1.0	341.0	1.0	2.0	1.0	341.0	1.0	9.0	1.0	341.0	1.0	9.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
3	45.0	471.0	45.0	45.0	45.0	471.0	45.0	45.0	45.0	471.0	45.0	45.0	45.0	471.0	45.0	47.0	45.0	471.0	45.0	47.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
4	24.0	484.0	24.0	24.0	21.0	484.0	21.0	21.0	21.0	484.0	21.0	22.0	17.0	484.0	17.0	22.0	24.0	484.0	24.0	29.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
5	16.0	365.0	16.0	16.0	16.0	365.0	16.0	16.0	16.0	365.0	16.0	16.0	16.0	365.0	16.0	16.0	16.0	365.0	16.0	16.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
6	68.0	486.0	68.0	71.0	53.0	486.0	53.0	55.0	53.0	486.0	53.0	57.0	6.0	486.0	6.0	10.0	68.0	486.0	68.0	72.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
7	3.0	142.0	3.0	3.0	3.0	142.0	3.0	3.0	3.0	142.0	3.0	3.0	3.0	142.0	3.0	3.0	3.0	142.0	3.0	3.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
8	25.0	295.0	25.0	25.0	25.0	295.0	25.0	25.0	25.0	295.0	25.0	25.0	25.0	295.0	25.0	26.0	25.0	295.0	25.0	26.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
9	4.0	3.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	3.0	4.0	4.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
10	19.0	305.0	19.0	19.0	19.0	305.0	19.0	19.0	19.0	305.0	19.0	19.0	19.0	305.0	19.0	20.0	19.0	305.0	19.0	20.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
11	119.0	450.0	120.0	122.0	105.0	450.0	106.0	108.0	105.0	450.0	106.0	108.0	91.0	450.0	92.0	94.0	119.0	450.0	120.0	122.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
12	72.0	463.0	72.0	72.0	72.0	463.0	72.0	72.0	72.0	463.0	72.0	72.0	72.0	463.0	72.0	74.0	72.0	463.0	72.0	74.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
13	606.0	772.0	607.0	608.0	606.0	772.0	607.0	608.0	606.0	772.0	607.0	608.0	606.0	772.0	607.0	612.0	606.0	772.0	607.0	612.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
14	158.0	517.0	158.0	159.0	121.0	517.0	121.0	121.0	121.0	517.0	121.0	121.0	35.0	517.0	35.0	35.0	158.0	517.0	158.0	162.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
15	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
16	2.0	723.0	2.0	2.0	2.0	723.0	2.0	2.0	2.0	723.0	2.0	2.0	2.0	723.0	2.0	5.0	2.0	723.0	2.0	10.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
17	246.0	462.0	248.0	249.0	246.0	462.0	248.0	249.0	246.0	462.0	248.0	249.0	246.0	462.0	248.0	249.0	246.0	462.0	248.0	249.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
18	462.0	453.0	462.0	462.0	462.0	453.0	462.0	462.0	461.0	453.0	461.0	461.0	461.0	453.0	461.0	461.0	461.0	453.0	461.0	461.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
19	35.0	336.0	35.0	35.0	35.0	336.0	35.0	35.0	35.0	336.0	35.0	35.0	35.0	336.0	35.0	38.0	35.0	336.0	35.0	38.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
20	18.0	300.0	18.0	18.0	18.0	300.0	18.0	18.0	18.0	300.0	18.0	18.0	18.0	300.0	18.0	19.0	18.0	300.0	18.0	19.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
21	43.0	322.0	44.0	44.0	43.0	322.0	44.0	44.0	43.0	322.0	44.0	44.0	43.0	322.0	44.0	45.0	43.0	322.0	44.0	45.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
22	43.0	322.0	44.0	44.0	43.0	322.0	44.0	44.0	43.0	322.0	44.0	44.0	43.0	322.0	44.0	45.0	43.0	322.0	44.0	45.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
23	1.0	250.0	1.0	1.0	1.0	250.0	1.0	1.0	1.0	250.0	1.0	1.0	1.0	250.0	1.0	2.0	1.0	250.0	1.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
24	6.0	281.0	6.0	6.0	6.0	281.0	6.0	6.0	6.0	281.0	6.0	7.0	6.0	281.0	6.0	8.0	6.0	281.0	6.0	8.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
25	30.0	331.0	30.0	30.0	30.0	331.0	30.0	30.0	30.0	331.0	30.0	30.0	30.0	331.0	30.0	32.0	30.0	331.0	30.0	32.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
26	4.0	788.0	4.0	4.0	4.0	788.0	4.0	4.0	4.0	788.0	4.0	4.0	4.0	788.0	4.0	5.0	4.0	788.0	4.0	9.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
27	2.0	9.0	2.0	2.0	2.0	9.0	2.0	2.0	2.0	9.0	2.0	2.0	5.0	9.0	5.0	5.0	2.0	9.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
28	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
29	26.0	941.0	26.0	26.0	17.0	941.0	17.0	17.0	17.0	941.0	17.0	17.0	14.0	941.0	14.0	15.0	26.0	941.0	26.0	29.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
30	41.0	426.0	41.0	41.0	41.0	426.0	41.0	41.0	41.0	426.0	41.0	41.0	23.0	426.0	23.0	25.0	41.0	426.0	41.0	43.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
31	322.0	291.0	322.0	322.0	322.0	291.0	322.0	322.0	322.0	291.0	322.0	322.0	322.0	291.0	322.0	322.0	322.0	291.0	322.0	322.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
32	7.0	407.0	7.0	7.0	6.0	407.0	6.0	6.0	6.0	407.0	6.0	6.0	6.0	407.0	6.0	7.0	7.0	407.0	7.0	10.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
33	44.0	503.0	47.0	47.0	44.0	503.0	47.0	47.0	44.0	503.0	47.0	47.0	44.0	503.0	47.0	48.0	44.0	503.0	47.0	48.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
34	12.0	13.0	12.0	12.0	12.0	13.0	12.0	12.0	12.0	13.0	12.0	12.0	12.0	13.0	12.0	12.0	12.0	13.0	12.0	12.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
35	81.0	480.0	81.0	82.0	81.0	480.0	81.0	82.0	81.0	480.0	81.0	85.0	81.0	480.0	81.0	85.0	81.0	480.0	81.0	85.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
36	396.0	935.0	396.0	396.0	396.0	935.0	396.0	396.0	396.0	935.0	396.0	397.0	396.0	935.0	396.0	401.0	396.0	935.0	396.0	401.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
37	234.0	216.0	234.0	234.0	234.0	216.0	234.0	234.0	234.0	216.0	234.0	234.0	234.0	216.0	234.0	234.0	234.0	216.0	234.0	234.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
38	10.0	131.0	10.0	10.0	10.0	131.0	10.0	10.0	10.0	131.0	10.0	10.0	10.0	131.0	10.0	10.0	10.0	131.0	10.0	10.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
39	13.0	26.0	13.0	13.0	13.0	26.0	13.0	13.0	13.0	26.0	13.0	13.0	12.0	26.0	12.0	12.0	13.0	26.0	13.0	13.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
40	75.0	530.0	75.0	75.0	63.0	530.0	63.0	63.0	63.0	530.0	63.0	63.0	45.0	530.0	45.0	46.0	75.0	530.0	75.0	80.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
41	267.0	455.0	268.0	270.0	264.0	455.0	265.0	267.0	264.0	455.0	265.0	267.0	263.0	455.0	264.0	266.0	267.0	455.0	268.0	270.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
42	1.0	45.0	1.0	1.0	1.0	45.0	1.0	1.0	1.0	45.0	1.0	1.0	1.0	45.0	1.0	1.0	1.0	45.0	1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
