id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula
1	234.0	7503.0	268.0	336.0	109.0	7503.0	116.0	121.0	113.0	7503.0	120.0	167.0	108.0	7503.0	115.0	528.0	234.0	7503.0	268.0	1921.0
2	7.0	1894.0	9.0	11.0	7.0	1894.0	9.0	11.0	7.0	1894.0	9.0	21.0	7.0	1894.0	9.0	321.0	7.0	1894.0	9.0	493.0
5	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
6	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	2376.0	576.0	2367.0	586.0	1.0	2.0	2.0	2.0
7	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
8	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
9	6.0	1.0	2.0	1.0	6.0	1.0	2.0	2.0	6.0	1.0	2.0	1.0	6.0	1.0	2.0	1.0	6.0	1.0	2.0	1.0
10	180.0	1967.0	173.0	198.0	180.0	1967.0	173.0	199.0	180.0	1967.0	173.0	217.0	1910.0	1961.0	1827.0	1981.0	180.0	1967.0	173.0	442.0
11	552.0	254.0	647.0	280.0	482.0	220.0	564.0	235.0	482.0	220.0	564.0	207.0	412.0	187.0	480.0	161.0	552.0	254.0	647.0	220.0
13	2670.0	5131.0	2706.0	2773.0	2670.0	5131.0	2706.0	2773.0	2670.0	5131.0	2706.0	2859.0	2670.0	5131.0	2706.0	3121.0	2670.0	5131.0	2706.0	3325.0
14	4.0	2975.0	6.0	9.0	2.0	2975.0	2.0	2.0	3.0	2975.0	4.0	11.0	2.0	2975.0	2.0	144.0	4.0	2975.0	6.0	423.0
16	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
17	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
18	1716.0	515.0	1703.0	1179.0	1716.0	515.0	1703.0	1179.0	1714.0	515.0	1703.0	992.0	1714.0	515.0	1703.0	620.0	1714.0	515.0	1703.0	495.0
19	2.0	1906.0	2.0	2.0	2.0	1906.0	2.0	2.0	2.0	1906.0	2.0	2.0	2.0	1906.0	2.0	335.0	2.0	1906.0	2.0	508.0
20	4.0	2.0	5.0	1.0	4.0	2.0	5.0	5.0	4.0	2.0	5.0	1.0	4.0	2.0	5.0	1.0	4.0	2.0	5.0	1.0
21	205.0	7.0	12.0	13.0	205.0	7.0	12.0	13.0	205.0	7.0	12.0	13.0	205.0	7.0	12.0	22.0	205.0	7.0	12.0	22.0
22	5.0	2.0	3.0	1.0	5.0	2.0	3.0	3.0	5.0	2.0	3.0	1.0	5.0	2.0	3.0	1.0	5.0	2.0	3.0	1.0
23	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
24	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
25	79.0	23.0	82.0	35.0	79.0	23.0	82.0	35.0	79.0	23.0	82.0	20.0	79.0	23.0	82.0	20.0	79.0	23.0	82.0	20.0
26	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
27	5.0	27.0	5.0	5.0	4.0	27.0	4.0	4.0	4.0	27.0	4.0	4.0	10.0	27.0	10.0	13.0	5.0	27.0	5.0	8.0
