id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula	ori_StatisticalDebugging	pred_StatisticalDebugging	predWithReplace_StatisticalDebugging	tot_StatisticalDebugging	ori_OriginalStatisticalDebugging	pred_OriginalStatisticalDebugging	predWithReplace_OriginalStatisticalDebugging	tot_OriginalStatisticalDebugging
1	6.0	4.0	7.0	4.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	2.0	4.0	3.0	4.0	2.0	6.0	4.0	7.0	3.0	397.0	3.0	3.0	3.0	397.0	3.0	3.0	3.0
2	3.0	439.0	4.0	5.0	3.0	439.0	4.0	5.0	3.0	439.0	4.0	12.0	3.0	439.0	4.0	142.0	3.0	439.0	4.0	211.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
3	4.0	2.0	4.0	1.0	4.0	2.0	4.0	1.0	4.0	2.0	4.0	1.0	4.0	2.0	4.0	1.0	4.0	2.0	4.0	1.0	137.0	5.0	5.0	5.0	137.0	5.0	5.0	5.0
4	28.0	20.0	29.0	22.0	24.0	17.0	24.0	21.0	24.0	17.0	24.0	21.0	20.0	16.0	20.0	17.0	28.0	20.0	29.0	18.0	175.0	28.0	28.0	28.0	175.0	24.0	24.0	24.0
5	10.0	6.0	9.0	7.0	10.0	6.0	9.0	7.0	10.0	6.0	9.0	5.0	10.0	6.0	9.0	4.0	10.0	6.0	9.0	4.0	110.0	5.0	5.0	5.0	110.0	110.0	110.0	110.0
6	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	7.0	18.0	8.0	13.0	1.0	2.0	2.0	2.0	176.0	2.0	2.0	2.0	176.0	2.0	2.0	2.0
7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	43.0	1.0	1.0	1.0	43.0	1.0	1.0	1.0
8	10.0	7.0	11.0	9.0	10.0	7.0	11.0	9.0	10.0	7.0	11.0	8.0	10.0	7.0	11.0	6.0	10.0	7.0	11.0	6.0	85.0	7.0	7.0	7.0	85.0	85.0	85.0	85.0
9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10	25.0	16.0	25.0	21.0	28.0	12.0	28.0	14.0	33.0	13.0	33.0	14.0	533.0	149.0	533.0	150.0	25.0	16.0	25.0	15.0	351.0	34.0	34.0	34.0	351.0	11.0	11.0	11.0
11	167.0	109.0	177.0	105.0	146.0	93.0	155.0	86.0	146.0	93.0	155.0	80.0	119.0	81.0	128.0	64.0	167.0	109.0	177.0	87.0	159.0	170.0	170.0	170.0	159.0	154.0	154.0	154.0
12	93.0	593.0	93.0	97.0	93.0	593.0	93.0	97.0	93.0	593.0	93.0	109.0	93.0	593.0	93.0	219.0	93.0	593.0	93.0	321.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
13	47.0	37.0	54.0	75.0	47.0	37.0	54.0	74.0	47.0	37.0	54.0	90.0	47.0	37.0	54.0	197.0	47.0	37.0	54.0	194.0	266.0	19.0	19.0	19.0	266.0	266.0	266.0	266.0
14	3.0	9.0	3.0	5.0	1.0	3.0	1.0	1.0	2.0	4.0	2.0	3.0	1.0	2.0	1.0	1.0	3.0	9.0	3.0	6.0	164.0	13.0	13.0	13.0	164.0	5.0	5.0	5.0
15	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
16	5.0	5.0	6.0	3.0	2.0	3.0	4.0	2.0	2.0	3.0	4.0	2.0	2.0	2.0	3.0	1.0	5.0	5.0	6.0	2.0	256.0	452.0	452.0	452.0	256.0	323.0	323.0	323.0
17	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	1.0	170.0	4.0	4.0	4.0	170.0	170.0	170.0	170.0
18	472.0	182.0	473.0	341.0	472.0	182.0	473.0	341.0	472.0	182.0	473.0	299.0	472.0	182.0	473.0	204.0	472.0	182.0	473.0	177.0	137.0	136.0	136.0	136.0	137.0	137.0	137.0	137.0
19	2.0	442.0	2.0	2.0	2.0	442.0	2.0	2.0	2.0	442.0	2.0	2.0	2.0	442.0	2.0	150.0	2.0	442.0	2.0	222.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
20	1.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	85.0	2.0	2.0	2.0	85.0	85.0	85.0	85.0
21	2.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	94.0	1.0	1.0	1.0	94.0	94.0	94.0	94.0
22	2.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	94.0	1.0	1.0	1.0	94.0	94.0	94.0	94.0
23	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	66.0	1.0	1.0	1.0	66.0	66.0	66.0	66.0
24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	76.0	1.0	1.0	1.0	76.0	76.0	76.0	76.0
25	19.0	13.0	20.0	13.0	19.0	13.0	20.0	13.0	19.0	13.0	20.0	11.0	19.0	13.0	20.0	11.0	19.0	13.0	20.0	11.0	116.0	3.0	3.0	3.0	116.0	116.0	116.0	116.0
26	8.0	1032.0	10.0	16.0	5.0	1032.0	5.0	7.0	5.0	1032.0	5.0	12.0	4.0	1032.0	4.0	178.0	8.0	1032.0	10.0	454.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
27	3.0	9.0	3.0	3.0	2.0	9.0	2.0	2.0	2.0	9.0	2.0	2.0	5.0	9.0	5.0	6.0	3.0	9.0	3.0	3.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
28	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
29	9.0	9.0	12.0	7.0	8.0	8.0	10.0	7.0	8.0	8.0	10.0	4.0	7.0	6.0	8.0	3.0	9.0	9.0	12.0	5.0	334.0	11.0	11.0	11.0	334.0	8.0	8.0	8.0
30	14.0	11.0	15.0	11.0	8.0	7.0	9.0	9.0	9.0	7.0	10.0	5.0	5.0	5.0	6.0	2.0	14.0	11.0	15.0	6.0	121.0	23.0	23.0	23.0	121.0	21.0	21.0	21.0
31	332.0	117.0	333.0	226.0	332.0	117.0	333.0	226.0	332.0	117.0	333.0	218.0	332.0	117.0	333.0	197.0	332.0	117.0	333.0	113.0	86.0	79.0	79.0	79.0	86.0	86.0	86.0	86.0
32	4.0	1.0	1.0	2.0	4.0	1.0	1.0	2.0	4.0	1.0	1.0	2.0	4.0	1.0	1.0	2.0	4.0	1.0	1.0	2.0	122.0	1.0	1.0	1.0	122.0	1.0	1.0	1.0
33	2.0	3.0	3.0	2.0	2.0	3.0	3.0	2.0	2.0	3.0	3.0	2.0	2.0	3.0	3.0	1.0	2.0	3.0	3.0	1.0	187.0	3.0	3.0	3.0	187.0	187.0	187.0	187.0
34	3.0	1.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	4.0	1.0	1.0	1.0	4.0	4.0	4.0	4.0
35	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	179.0	1.0	1.0	1.0	179.0	179.0	179.0	179.0
36	42.0	41.0	51.0	26.0	42.0	41.0	51.0	32.0	42.0	41.0	51.0	20.0	42.0	41.0	51.0	12.0	42.0	41.0	51.0	13.0	337.0	52.0	52.0	52.0	337.0	337.0	337.0	337.0
37	156.0	80.0	158.0	120.0	156.0	80.0	158.0	120.0	156.0	80.0	158.0	113.0	156.0	80.0	158.0	75.0	156.0	80.0	158.0	76.0	67.0	41.0	41.0	41.0	67.0	67.0	67.0	67.0
38	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	3.0	34.0	1.0	1.0	1.0	34.0	34.0	34.0	34.0
39	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0
40	16.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	16.0	1.0	1.0	1.0	167.0	1.0	1.0	1.0	167.0	1.0	1.0	1.0
41	3.0	3.0	3.0	6.0	12.0	10.0	12.0	18.0	12.0	10.0	12.0	18.0	89.0	54.0	93.0	47.0	3.0	3.0	3.0	21.0	167.0	3.0	3.0	3.0	167.0	53.0	53.0	53.0
42	2.0	62.0	3.0	3.0	2.0	62.0	3.0	3.0	2.0	62.0	3.0	3.0	2.0	62.0	3.0	6.0	2.0	62.0	3.0	36.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
43	79.0	26.0	35.0	43.0	61.0	25.0	32.0	37.0	61.0	25.0	32.0	44.0	49.0	19.0	26.0	57.0	79.0	26.0	35.0	72.0	182.0	25.0	25.0	25.0	182.0	17.0	17.0	17.0
44	46.0	18.0	45.0	27.0	46.0	18.0	45.0	27.0	46.0	18.0	45.0	23.0	46.0	18.0	45.0	17.0	46.0	18.0	45.0	18.0	35.0	30.0	30.0	30.0	35.0	35.0	35.0	35.0
45	7.0	4.0	6.0	5.0	7.0	4.0	6.0	5.0	7.0	4.0	6.0	4.0	7.0	4.0	6.0	1.0	7.0	4.0	6.0	1.0	103.0	4.0	4.0	4.0	103.0	103.0	103.0	103.0
46	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	2.0	2.0	17.0	1.0	1.0	1.0	17.0	1.0	1.0	1.0
47	19.0	9.0	21.0	6.0	48.0	22.0	48.0	37.0	45.0	21.0	45.0	21.0	44.0	22.0	44.0	20.0	19.0	9.0	21.0	6.0	116.0	195.0	195.0	195.0	116.0	183.0	183.0	183.0
48	18.0	13.0	18.0	30.0	18.0	13.0	18.0	30.0	18.0	13.0	18.0	29.0	18.0	13.0	18.0	45.0	18.0	13.0	18.0	42.0	161.0	11.0	11.0	11.0	161.0	161.0	161.0	161.0
49	44.0	31.0	46.0	62.0	155.0	72.0	156.0	112.0	159.0	74.0	160.0	83.0	19.0	8.0	19.0	7.0	44.0	31.0	46.0	70.0	164.0	26.0	26.0	26.0	164.0	37.0	37.0	37.0
50	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	77.0	1.0	1.0	1.0	77.0	4.0	4.0	4.0
51	11.0	7.0	11.0	9.0	11.0	7.0	11.0	9.0	11.0	7.0	11.0	8.0	11.0	7.0	11.0	6.0	11.0	7.0	11.0	6.0	35.0	28.0	28.0	28.0	35.0	35.0	35.0	35.0
52	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	5.0	3.0	3.0	3.0	5.0	39.0	3.0	3.0	3.0	39.0	39.0	39.0	39.0
53	3.0	421.0	4.0	8.0	3.0	421.0	4.0	8.0	3.0	421.0	4.0	11.0	3.0	421.0	4.0	105.0	3.0	421.0	4.0	203.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
54	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	213.0	4.0	4.0	4.0	213.0	3.0	3.0	3.0
55	25.0	390.0	25.0	27.0	25.0	390.0	25.0	27.0	25.0	390.0	25.0	32.0	25.0	390.0	25.0	103.0	25.0	390.0	25.0	200.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
56	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	23.0	2.0	2.0	2.0	23.0	2.0	2.0	2.0
57	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	30.0	1.0	1.0	1.0	30.0	30.0	30.0	30.0
58	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	69.0	1.0	1.0	1.0	69.0	69.0	69.0	69.0
59	27.0	17.0	31.0	49.0	27.0	17.0	31.0	48.0	27.0	17.0	31.0	122.0	27.0	17.0	31.0	357.0	27.0	17.0	31.0	315.0	296.0	10.0	10.0	10.0	296.0	296.0	296.0	296.0
60	7.0	19.0	7.0	8.0	4.0	19.0	4.0	5.0	4.0	19.0	5.0	8.0	1.0	71.0	1.0	57.0	7.0	19.0	7.0	6.0	253.0	18.0	18.0	18.0	253.0	269.0	269.0	269.0
61	21.0	9.0	21.0	17.0	21.0	9.0	21.0	17.0	21.0	9.0	21.0	12.0	21.0	9.0	21.0	7.0	21.0	9.0	21.0	7.0	72.0	5.0	5.0	5.0	72.0	4.0	4.0	4.0
62	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0
63	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0
64	239.0	756.0	246.0	286.0	239.0	756.0	246.0	286.0	239.0	756.0	246.0	309.0	239.0	756.0	246.0	434.0	239.0	756.0	246.0	517.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
65	1.0	4.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	4.0	1.0	4.0	1.0	4.0	1.0	4.0	36.0	7.0	7.0	7.0	36.0	36.0	36.0	36.0
66	8.0	9.0	12.0	16.0	5.0	6.0	6.0	9.0	5.0	6.0	6.0	11.0	5.0	6.0	6.0	10.0	8.0	9.0	12.0	13.0	101.0	5.0	5.0	5.0	101.0	5.0	5.0	5.0
67	14.0	10.0	15.0	12.0	14.0	10.0	15.0	12.0	14.0	10.0	15.0	10.0	14.0	10.0	15.0	5.0	14.0	10.0	15.0	5.0	89.0	12.0	12.0	12.0	89.0	89.0	89.0	89.0
68	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	14.0	2.0	2.0	2.0	14.0	14.0	14.0	14.0
69	60.0	35.0	62.0	52.0	30.0	22.0	33.0	24.0	31.0	24.0	35.0	23.0	1.0	1.0	1.0	1.0	60.0	35.0	62.0	32.0	171.0	48.0	48.0	48.0	171.0	18.0	18.0	18.0
70	110.0	69.0	116.0	81.0	77.0	52.0	82.0	53.0	77.0	52.0	82.0	45.0	32.0	25.0	35.0	16.0	110.0	69.0	116.0	59.0	167.0	297.0	297.0	297.0	167.0	294.0	294.0	294.0
71	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	154.0	1.0	1.0	1.0	154.0	1.0	1.0	1.0
72	36.0	461.0	39.0	70.0	36.0	461.0	39.0	70.0	36.0	461.0	39.0	79.0	36.0	461.0	39.0	148.0	36.0	461.0	39.0	240.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
73	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	35.0	1.0	1.0	1.0	35.0	35.0	35.0	35.0
74	6.0	4.0	7.0	5.0	10.0	11.0	10.0	13.0	6.0	6.0	6.0	9.0	442.0	132.0	442.0	416.0	6.0	4.0	7.0	5.0	84.0	3.0	3.0	3.0	84.0	3.0	3.0	3.0
75	3.0	2.0	3.0	3.0	3.0	2.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	3.0	71.0	2.0	2.0	2.0	71.0	84.0	84.0	84.0
76	4.0	3.0	4.0	1.0	5.0	3.0	5.0	4.0	5.0	3.0	5.0	1.0	8.0	5.0	9.0	1.0	4.0	3.0	4.0	1.0	93.0	4.0	4.0	4.0	93.0	4.0	4.0	4.0
77	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	33.0	1.0	1.0	1.0	33.0	33.0	33.0	33.0
78	3.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	3.0	5.0	3.0	2.0	3.0	1.0	80.0	2.0	2.0	2.0	80.0	2.0	2.0	2.0
79	12.0	12.0	14.0	11.0	10.0	10.0	11.0	8.0	10.0	11.0	12.0	8.0	344.0	102.0	345.0	102.0	12.0	12.0	14.0	9.0	74.0	128.0	128.0	128.0	74.0	122.0	122.0	122.0
80	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	166.0	47.0	166.0	47.0	1.0	1.0	1.0	1.0	30.0	1.0	1.0	1.0	30.0	46.0	46.0	46.0
81	6.0	2.0	6.0	6.0	6.0	2.0	6.0	6.0	6.0	2.0	6.0	4.0	6.0	2.0	6.0	2.0	6.0	2.0	6.0	2.0	12.0	3.0	3.0	3.0	12.0	12.0	12.0	12.0
82	395.0	535.0	398.0	459.0	89.0	535.0	98.0	217.0	89.0	535.0	98.0	293.0	1.0	535.0	1.0	182.0	395.0	535.0	398.0	495.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
83	3.0	5.0	3.0	3.0	3.0	5.0	3.0	3.0	3.0	5.0	3.0	3.0	3.0	5.0	3.0	3.0	3.0	5.0	3.0	3.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
84	9.0	44.0	9.0	11.0	9.0	44.0	9.0	11.0	9.0	44.0	9.0	29.0	9.0	44.0	9.0	9.0	9.0	44.0	9.0	29.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
85	4.0	4.0	5.0	5.0	3.0	2.0	3.0	2.0	3.0	3.0	4.0	1.0	2.0	1.0	2.0	1.0	4.0	4.0	5.0	1.0	86.0	4.0	4.0	4.0	86.0	1.0	1.0	1.0
86	8.0	750.0	8.0	10.0	2.0	750.0	2.0	2.0	2.0	750.0	2.0	8.0	1.0	750.0	1.0	378.0	8.0	750.0	8.0	392.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
87	12.0	7.0	12.0	10.0	12.0	7.0	12.0	10.0	12.0	7.0	12.0	8.0	12.0	7.0	12.0	6.0	12.0	7.0	12.0	6.0	70.0	9.0	9.0	9.0	70.0	70.0	70.0	70.0
88	3.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	3.0	2.0	219.0	4.0	4.0	4.0	219.0	4.0	4.0	4.0
89	22.0	12.0	23.0	20.0	23.0	12.0	23.0	19.0	23.0	12.0	23.0	15.0	21.0	11.0	21.0	11.0	22.0	12.0	23.0	8.0	110.0	27.0	27.0	27.0	110.0	25.0	25.0	25.0
90	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	155.0	1.0	1.0	1.0	155.0	1.0	1.0	1.0
