id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula	ori_StatisticalDebugging	pred_StatisticalDebugging	predWithReplace_StatisticalDebugging	tot_StatisticalDebugging	ori_OriginalStatisticalDebugging	pred_OriginalStatisticalDebugging	predWithReplace_OriginalStatisticalDebugging	tot_OriginalStatisticalDebugging
1	10.0	52.0	10.0	10.0	10.0	52.0	10.0	10.0	10.0	52.0	10.0	13.0	10.0	52.0	10.0	13.0	10.0	52.0	10.0	13.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
2	31.0	27.0	31.0	31.0	32.0	27.0	32.0	32.0	32.0	27.0	32.0	32.0	49.0	27.0	49.0	49.0	31.0	27.0	31.0	31.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	8.0	8.0	8.0	6.0	6.0	6.0	6.0
4	33.0	183.0	33.0	33.0	16.0	183.0	16.0	16.0	17.0	183.0	17.0	17.0	8.0	183.0	8.0	10.0	33.0	183.0	33.0	37.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
5	2.0	7.0	2.0	2.0	2.0	7.0	2.0	2.0	2.0	7.0	2.0	2.0	2.0	7.0	2.0	2.0	2.0	7.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
6	11.0	12.0	11.0	11.0	7.0	12.0	7.0	7.0	7.0	12.0	7.0	7.0	2.0	12.0	2.0	2.0	11.0	12.0	11.0	11.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
7	5.0	10.0	5.0	5.0	5.0	10.0	5.0	5.0	5.0	10.0	5.0	5.0	5.0	10.0	5.0	5.0	5.0	10.0	5.0	5.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
8	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
9	1.0	22.0	2.0	2.0	1.0	22.0	2.0	2.0	1.0	22.0	2.0	2.0	1.0	22.0	2.0	3.0	1.0	22.0	2.0	3.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
10	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
