id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula
1	1.0	53.0	1.0	1.0	1.0	53.0	1.0	1.0	1.0	53.0	1.0	1.0	1.0	53.0	1.0	7.0	1.0	53.0	1.0	7.0
2	17.0	35.0	17.0	21.0	20.0	35.0	20.0	24.0	20.0	35.0	20.0	24.0	44.0	35.0	44.0	48.0	17.0	35.0	17.0	22.0
3	1.0	23.0	1.0	1.0	1.0	23.0	1.0	1.0	1.0	23.0	1.0	3.0	1.0	23.0	1.0	11.0	1.0	23.0	1.0	11.0
4	2.0	202.0	2.0	2.0	1.0	202.0	1.0	1.0	1.0	202.0	1.0	1.0	1.0	202.0	1.0	21.0	2.0	202.0	2.0	37.0
5	2.0	9.0	2.0	2.0	2.0	9.0	2.0	2.0	2.0	9.0	2.0	3.0	2.0	9.0	2.0	5.0	2.0	9.0	2.0	5.0
6	14.0	14.0	14.0	15.0	14.0	14.0	14.0	15.0	14.0	14.0	14.0	15.0	3.0	14.0	3.0	8.0	14.0	14.0	14.0	15.0
7	2.0	10.0	2.0	2.0	2.0	10.0	2.0	2.0	2.0	10.0	2.0	2.0	2.0	10.0	2.0	2.0	2.0	10.0	2.0	2.0
8	2.0	5.0	2.0	3.0	2.0	5.0	2.0	3.0	2.0	5.0	2.0	3.0	2.0	5.0	2.0	5.0	2.0	5.0	2.0	5.0
9	2.0	28.0	2.0	2.0	2.0	28.0	2.0	2.0	2.0	28.0	2.0	5.0	2.0	28.0	2.0	17.0	2.0	28.0	2.0	17.0
11	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
12	6.0	46.0	6.0	6.0	6.0	46.0	6.0	6.0	6.0	46.0	6.0	6.0	6.0	46.0	6.0	6.0	6.0	46.0	6.0	6.0
13	4.0	41.0	6.0	8.0	4.0	41.0	6.0	6.0	4.0	41.0	6.0	8.0	4.0	41.0	6.0	28.0	4.0	41.0	6.0	28.0
14	7.0	44.0	7.0	7.0	10.0	44.0	10.0	10.0	7.0	44.0	7.0	7.0	58.0	44.0	58.0	58.0	7.0	44.0	7.0	8.0
15	10.0	115.0	10.0	10.0	10.0	115.0	10.0	10.0	10.0	115.0	10.0	10.0	10.0	115.0	10.0	37.0	10.0	115.0	10.0	37.0
16	2.0	8.0	2.0	2.0	1.0	8.0	1.0	1.0	1.0	8.0	1.0	1.0	1.0	8.0	1.0	1.0	2.0	8.0	2.0	2.0
17	2.0	5.0	2.0	2.0	2.0	5.0	2.0	2.0	2.0	5.0	2.0	2.0	2.0	5.0	2.0	3.0	2.0	5.0	2.0	3.0
18	2.0	12.0	2.0	2.0	1.0	12.0	1.0	1.0	1.0	12.0	1.0	1.0	1.0	12.0	1.0	2.0	2.0	12.0	2.0	4.0
19	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	73.0	12.0	73.0	12.0	1.0	1.0	1.0	1.0
20	5.0	7.0	5.0	5.0	5.0	7.0	5.0	5.0	5.0	7.0	5.0	5.0	5.0	7.0	5.0	5.0	5.0	7.0	5.0	5.0
21	2.0	15.0	2.0	2.0	2.0	15.0	2.0	2.0	2.0	15.0	2.0	2.0	2.0	15.0	2.0	5.0	2.0	15.0	2.0	5.0
22	2.0	16.0	2.0	3.0	5.0	16.0	5.0	6.0	1.0	16.0	1.0	2.0	12.0	16.0	12.0	15.0	2.0	16.0	2.0	8.0
23	3.0	20.0	3.0	3.0	3.0	20.0	3.0	3.0	3.0	20.0	3.0	3.0	3.0	20.0	3.0	4.0	3.0	20.0	3.0	4.0
24	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0
25	2.0	334.0	2.0	6.0	24.0	334.0	25.0	34.0	13.0	334.0	14.0	38.0	517.0	334.0	517.0	523.0	2.0	334.0	2.0	86.0
26	53.0	500.0	55.0	81.0	22.0	500.0	22.0	22.0	22.0	500.0	22.0	69.0	22.0	500.0	22.0	74.0	53.0	500.0	55.0	147.0
