id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula
1	30.0	17.0	39.0	24.0	30.0	17.0	39.0	25.0	30.0	17.0	39.0	18.0	30.0	17.0	39.0	9.0	30.0	17.0	39.0	9.0
2	48.0	24.0	36.0	39.0	58.0	25.0	42.0	44.0	58.0	25.0	42.0	35.0	100.0	35.0	89.0	46.0	48.0	24.0	36.0	25.0
3	5.0	3.0	5.0	3.0	5.0	3.0	5.0	3.0	5.0	3.0	5.0	3.0	5.0	3.0	5.0	3.0	5.0	3.0	5.0	3.0
4	103.0	1163.0	115.0	182.0	56.0	1163.0	60.0	92.0	62.0	1163.0	66.0	160.0	21.0	1163.0	23.0	143.0	103.0	1163.0	115.0	460.0
5	7.0	3.0	5.0	3.0	7.0	3.0	5.0	5.0	7.0	3.0	5.0	3.0	7.0	3.0	5.0	3.0	7.0	3.0	5.0	3.0
6	74.0	116.0	78.0	91.0	52.0	116.0	54.0	63.0	52.0	116.0	54.0	72.0	6.0	116.0	6.0	39.0	74.0	116.0	78.0	94.0
7	17.0	54.0	23.0	34.0	17.0	54.0	23.0	34.0	17.0	54.0	23.0	37.0	17.0	54.0	23.0	39.0	17.0	54.0	23.0	39.0
8	7.0	23.0	8.0	11.0	7.0	23.0	8.0	11.0	7.0	23.0	8.0	11.0	7.0	23.0	8.0	13.0	7.0	23.0	8.0	13.0
9	8.0	6.0	9.0	5.0	8.0	6.0	9.0	5.0	8.0	6.0	9.0	5.0	8.0	6.0	9.0	5.0	8.0	6.0	9.0	5.0
10	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
11	10.0	13.0	10.0	13.0	10.0	13.0	10.0	13.0	10.0	13.0	10.0	13.0	10.0	13.0	10.0	13.0	10.0	13.0	10.0	13.0
12	13.0	194.0	14.0	21.0	13.0	194.0	14.0	21.0	13.0	194.0	14.0	21.0	13.0	194.0	14.0	54.0	13.0	194.0	14.0	54.0
13	33.0	165.0	40.0	60.0	33.0	165.0	40.0	40.0	33.0	165.0	40.0	61.0	33.0	165.0	40.0	125.0	33.0	165.0	40.0	125.0
14	14.0	211.0	14.0	17.0	17.0	211.0	17.0	22.0	14.0	211.0	14.0	18.0	259.0	211.0	259.0	263.0	14.0	211.0	14.0	68.0
15	33.0	679.0	36.0	38.0	33.0	679.0	36.0	37.0	33.0	679.0	36.0	38.0	33.0	679.0	36.0	259.0	33.0	679.0	36.0	259.0
16	2.0	32.0	2.0	3.0	1.0	32.0	2.0	2.0	1.0	32.0	2.0	5.0	1.0	31.0	2.0	5.0	2.0	32.0	2.0	8.0
17	2.0	18.0	3.0	4.0	2.0	18.0	3.0	4.0	2.0	18.0	3.0	4.0	2.0	18.0	3.0	6.0	2.0	18.0	3.0	6.0
18	7.0	2.0	7.0	2.0	3.0	1.0	3.0	3.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	7.0	2.0	7.0	2.0
19	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	405.0	86.0	405.0	86.0	3.0	3.0	3.0	3.0
20	6.0	22.0	6.0	10.0	6.0	22.0	6.0	10.0	6.0	22.0	6.0	10.0	6.0	22.0	6.0	15.0	6.0	22.0	6.0	15.0
21	6.0	3.0	8.0	8.0	6.0	3.0	8.0	8.0	6.0	3.0	8.0	4.0	6.0	3.0	8.0	4.0	6.0	3.0	8.0	4.0
22	9.0	4.0	9.0	3.0	22.0	18.0	21.0	28.0	4.0	11.0	4.0	9.0	46.0	19.0	46.0	39.0	9.0	4.0	9.0	3.0
23	13.0	2.0	13.0	13.0	13.0	2.0	13.0	13.0	13.0	2.0	13.0	13.0	13.0	2.0	13.0	2.0	13.0	2.0	13.0	2.0
24	3.0	7.0	3.0	3.0	3.0	7.0	3.0	3.0	3.0	7.0	3.0	3.0	3.0	7.0	3.0	6.0	3.0	7.0	3.0	6.0
25	23.0	1899.0	24.0	52.0	105.0	1899.0	107.0	153.0	50.0	1899.0	51.0	271.0	2323.0	1899.0	2298.0	2425.0	23.0	1899.0	24.0	801.0
26	441.0	3380.0	479.0	822.0	129.0	3380.0	125.0	138.0	129.0	3380.0	125.0	548.0	129.0	3380.0	125.0	606.0	441.0	3380.0	479.0	1682.0
top_1_3_5_10	0_5_6_14	0_7_8_10	0_5_7_14	0_8_10_12	1_6_7_13	1_7_7_9	0_6_8_13	0_6_9_11	1_6_8_14	1_7_7_9	0_6_9_14	1_6_10_12	1_5_6_13	1_6_6_8	0_5_7_13	1_5_8_11	0_5_6_14	0_7_8_10	0_5_7_14	0_7_9_13
percent	0.000_0.192_0.231_0.538	0.000_0.269_0.308_0.385	0.000_0.192_0.269_0.538	0.000_0.308_0.385_0.462	0.038_0.231_0.269_0.500	0.038_0.269_0.269_0.346	0.000_0.231_0.308_0.500	0.000_0.231_0.346_0.423	0.038_0.231_0.308_0.538	0.038_0.269_0.269_0.346	0.000_0.231_0.346_0.538	0.038_0.231_0.385_0.462	0.038_0.192_0.231_0.500	0.038_0.231_0.231_0.308	0.000_0.192_0.269_0.500	0.038_0.192_0.308_0.423	0.000_0.192_0.231_0.538	0.000_0.269_0.308_0.385	0.000_0.192_0.269_0.538	0.000_0.269_0.346_0.500
