id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula
2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6	23.0	14.0	23.0	23.0	23.0	14.0	23.0	23.0	23.0	14.0	23.0	23.0	23.0	14.0	23.0	23.0	23.0	14.0	23.0	23.0
8	3.0	32.0	3.0	5.0	3.0	32.0	3.0	3.0	3.0	32.0	3.0	6.0	3.0	32.0	3.0	12.0	3.0	32.0	3.0	12.0
9	17.0	20.0	18.0	20.0	16.0	20.0	16.0	16.0	16.0	20.0	16.0	19.0	11.0	20.0	11.0	13.0	17.0	20.0	18.0	20.0
10	18.0	23.0	19.0	20.0	15.0	23.0	15.0	16.0	15.0	23.0	15.0	18.0	13.0	23.0	13.0	15.0	18.0	23.0	19.0	20.0
11	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
12	2.0	2.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	2.0
13	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0
14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
15	17.0	28.0	17.0	18.0	2.0	28.0	2.0	2.0	3.0	28.0	3.0	4.0	2.0	28.0	2.0	2.0	17.0	28.0	17.0	21.0
17	5.0	13.0	5.0	5.0	5.0	13.0	5.0	5.0	5.0	13.0	5.0	5.0	5.0	13.0	5.0	5.0	5.0	13.0	5.0	5.0
18	36.0	35.0	37.0	37.0	36.0	35.0	37.0	37.0	36.0	35.0	37.0	37.0	36.0	35.0	37.0	37.0	36.0	35.0	37.0	37.0
19	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
20	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0
21	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
22	3.0	2.0	4.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	4.0	1.0
23	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
25	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
26	17.0	13.0	17.0	17.0	17.0	13.0	17.0	17.0	17.0	13.0	17.0	17.0	17.0	13.0	17.0	17.0	17.0	13.0	17.0	17.0
28	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
29	1.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0
30	3.0	2.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	3.0	3.0	3.0	2.0	3.0	2.0
31	2.0	3.0	2.0	2.0	1.0	3.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	3.0	1.0	1.0	2.0	3.0	2.0	2.0
32	5.0	11.0	5.0	6.0	5.0	11.0	5.0	6.0	5.0	11.0	5.0	8.0	5.0	11.0	5.0	10.0	5.0	11.0	5.0	10.0
33	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0
34	36.0	45.0	36.0	36.0	15.0	45.0	15.0	15.0	17.0	45.0	17.0	17.0	2.0	45.0	2.0	2.0	36.0	45.0	36.0	36.0
35	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0
37	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
38	22.0	18.0	22.0	22.0	22.0	18.0	22.0	22.0	22.0	18.0	22.0	22.0	22.0	18.0	22.0	22.0	22.0	18.0	22.0	22.0
39	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
40	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0
41	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0
