id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula	ori_StatisticalDebugging	pred_StatisticalDebugging	predWithReplace_StatisticalDebugging	tot_StatisticalDebugging	ori_OriginalStatisticalDebugging	pred_OriginalStatisticalDebugging	predWithReplace_OriginalStatisticalDebugging	tot_OriginalStatisticalDebugging
1	1.0	72.0	1.0	1.0	1.0	72.0	1.0	1.0	1.0	72.0	1.0	1.0	1.0	72.0	1.0	1.0	1.0	72.0	1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
2	1.0	70.0	1.0	1.0	1.0	70.0	1.0	1.0	1.0	70.0	1.0	1.0	1.0	70.0	1.0	1.0	1.0	70.0	1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
3	1.0	236.0	1.0	1.0	1.0	236.0	1.0	1.0	1.0	236.0	1.0	2.0	1.0	236.0	1.0	7.0	1.0	236.0	1.0	7.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
4	5.0	21.0	5.0	5.0	5.0	21.0	5.0	5.0	5.0	21.0	5.0	5.0	5.0	21.0	5.0	5.0	5.0	21.0	5.0	5.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
5	5.0	140.0	6.0	6.0	3.0	140.0	3.0	3.0	3.0	140.0	3.0	6.0	3.0	140.0	3.0	6.0	5.0	140.0	6.0	8.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
6	12.0	203.0	16.0	16.0	10.0	203.0	12.0	13.0	10.0	203.0	12.0	13.0	35.0	203.0	36.0	36.0	12.0	203.0	16.0	16.0	54.0	38.0	38.0	38.0	54.0	28.0	28.0	28.0
7	2.0	116.0	3.0	3.0	2.0	116.0	3.0	3.0	2.0	116.0	3.0	3.0	2.0	116.0	3.0	8.0	2.0	116.0	3.0	8.0	28.0	43.0	43.0	43.0	28.0	41.0	41.0	41.0
8	3.0	27.0	3.0	3.0	3.0	27.0	3.0	3.0	3.0	27.0	3.0	3.0	3.0	27.0	3.0	3.0	3.0	27.0	3.0	3.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
9	3.0	27.0	3.0	3.0	3.0	27.0	3.0	3.0	3.0	27.0	3.0	3.0	3.0	27.0	3.0	3.0	3.0	27.0	3.0	3.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
10	5.0	204.0	5.0	5.0	1.0	204.0	1.0	1.0	2.0	204.0	2.0	2.0	1.0	204.0	1.0	1.0	5.0	204.0	5.0	5.0	27.0	1.0	1.0	1.0	27.0	33.0	33.0	33.0
11	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
