id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula
1	2.0	17.0	2.0	2.0	3.0	17.0	3.0	3.0	3.0	17.0	3.0	3.0	12.0	17.0	12.0	17.0	2.0	17.0	2.0	9.0
2	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0
3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
4	2.0	38.0	2.0	3.0	2.0	38.0	2.0	4.0	2.0	38.0	2.0	7.0	13.0	38.0	13.0	33.0	2.0	38.0	2.0	23.0
5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
7	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0
8	2.0	10.0	2.0	2.0	2.0	10.0	2.0	2.0	2.0	10.0	2.0	2.0	2.0	10.0	2.0	4.0	2.0	10.0	2.0	4.0
9	1.0	11.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	11.0	1.0	6.0	1.0	11.0	1.0	6.0
10	2.0	19.0	2.0	2.0	2.0	19.0	2.0	2.0	2.0	19.0	2.0	2.0	2.0	19.0	2.0	8.0	2.0	19.0	2.0	8.0
11	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
13	24.0	38.0	25.0	25.0	24.0	38.0	25.0	25.0	24.0	38.0	25.0	27.0	24.0	38.0	25.0	29.0	24.0	38.0	25.0	29.0
14	20.0	24.0	20.0	20.0	20.0	24.0	20.0	20.0	20.0	24.0	20.0	20.0	20.0	24.0	20.0	21.0	20.0	24.0	20.0	21.0
15	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
16	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	6.0	1.0	6.0	1.0	1.0	1.0	1.0
17	14.0	16.0	14.0	15.0	14.0	16.0	14.0	15.0	14.0	16.0	14.0	16.0	14.0	16.0	14.0	16.0	14.0	16.0	14.0	16.0
18	8.0	103.0	8.0	8.0	8.0	103.0	8.0	8.0	8.0	103.0	8.0	8.0	8.0	103.0	8.0	42.0	8.0	103.0	8.0	42.0
19	9.0	50.0	10.0	10.0	9.0	50.0	10.0	10.0	9.0	50.0	10.0	11.0	9.0	50.0	10.0	20.0	9.0	50.0	10.0	20.0
20	31.0	103.0	31.0	35.0	31.0	103.0	31.0	35.0	31.0	103.0	31.0	40.0	31.0	103.0	31.0	63.0	31.0	103.0	31.0	63.0
21	1.0	26.0	1.0	1.0	2.0	26.0	2.0	2.0	2.0	26.0	2.0	2.0	2.0	26.0	2.0	12.0	1.0	26.0	1.0	11.0
25	1.0	14.0	2.0	2.0	1.0	14.0	2.0	2.0	1.0	14.0	2.0	3.0	1.0	14.0	2.0	11.0	1.0	14.0	2.0	11.0
26	1.0	9.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0	9.0	1.0	3.0	1.0	9.0	1.0	3.0
27	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
28	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0
30	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0
31	1.0	24.0	1.0	1.0	1.0	26.0	1.0	1.0	1.0	26.0	1.0	1.0	1.0	28.0	1.0	12.0	1.0	24.0	1.0	23.0
32	3.0	135.0	3.0	3.0	3.0	135.0	3.0	3.0	3.0	135.0	3.0	4.0	3.0	135.0	3.0	50.0	3.0	135.0	3.0	50.0
33	3.0	61.0	5.0	6.0	3.0	61.0	5.0	6.0	3.0	61.0	5.0	6.0	3.0	61.0	5.0	28.0	3.0	61.0	5.0	28.0
