id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula	ori_StatisticalDebugging	pred_StatisticalDebugging	predWithReplace_StatisticalDebugging	tot_StatisticalDebugging	ori_OriginalStatisticalDebugging	pred_OriginalStatisticalDebugging	predWithReplace_OriginalStatisticalDebugging	tot_OriginalStatisticalDebugging
1	6.0	1102.0	6.0	6.0	4.0	1102.0	4.0	4.0	4.0	1102.0	4.0	6.0	4.0	1102.0	4.0	17.0	6.0	1102.0	6.0	37.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
2	3.0	344.0	3.0	3.0	3.0	344.0	3.0	3.0	3.0	344.0	3.0	3.0	3.0	344.0	3.0	14.0	3.0	344.0	3.0	23.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
3	4.0	475.0	4.0	4.0	4.0	475.0	4.0	4.0	4.0	475.0	4.0	4.0	4.0	475.0	4.0	23.0	4.0	475.0	4.0	24.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
4	28.0	488.0	28.0	29.0	24.0	488.0	24.0	25.0	24.0	488.0	24.0	25.0	20.0	488.0	20.0	41.0	28.0	488.0	28.0	49.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
5	10.0	368.0	10.0	10.0	10.0	368.0	10.0	10.0	10.0	368.0	10.0	12.0	10.0	368.0	10.0	15.0	10.0	368.0	10.0	24.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
6	1.0	491.0	1.0	1.0	1.0	491.0	1.0	1.0	1.0	491.0	1.0	1.0	7.0	491.0	7.0	24.0	1.0	491.0	1.0	20.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
7	1.0	145.0	1.0	1.0	1.0	145.0	1.0	1.0	1.0	145.0	1.0	1.0	1.0	145.0	1.0	3.0	1.0	145.0	1.0	3.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
8	10.0	298.0	10.0	10.0	10.0	298.0	10.0	10.0	10.0	298.0	10.0	12.0	10.0	298.0	10.0	15.0	10.0	298.0	10.0	22.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
9	1.0	3.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	3.0	1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
10	19.0	312.0	19.0	19.0	19.0	312.0	19.0	19.0	19.0	312.0	19.0	21.0	19.0	312.0	19.0	25.0	19.0	312.0	19.0	33.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
