id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula
1	1.0	52.0	1.0	1.0	1.0	52.0	1.0	1.0	1.0	52.0	1.0	1.0	1.0	52.0	1.0	6.0	1.0	52.0	1.0	6.0
2	17.0	2.0	18.0	18.0	20.0	2.0	21.0	21.0	20.0	2.0	21.0	9.0	44.0	2.0	44.0	8.0	17.0	2.0	18.0	2.0
3	1.0	19.0	1.0	1.0	1.0	19.0	1.0	1.0	1.0	19.0	1.0	1.0	1.0	19.0	1.0	2.0	1.0	19.0	1.0	2.0
4	2.0	189.0	2.0	2.0	1.0	189.0	1.0	1.0	1.0	189.0	1.0	2.0	1.0	189.0	1.0	8.0	2.0	189.0	2.0	21.0
5	2.0	7.0	2.0	2.0	2.0	7.0	2.0	2.0	2.0	7.0	2.0	2.0	2.0	7.0	2.0	2.0	2.0	7.0	2.0	2.0
6	14.0	13.0	14.0	15.0	14.0	13.0	14.0	15.0	14.0	13.0	14.0	16.0	3.0	13.0	3.0	6.0	14.0	13.0	14.0	16.0
7	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0
8	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0
9	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0
11	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
12	6.0	48.0	6.0	6.0	6.0	48.0	6.0	6.0	6.0	48.0	6.0	6.0	6.0	48.0	6.0	9.0	6.0	48.0	6.0	9.0
13	4.0	36.0	5.0	7.0	4.0	36.0	5.0	5.0	4.0	36.0	5.0	7.0	4.0	36.0	5.0	15.0	4.0	36.0	5.0	15.0
14	7.0	47.0	7.0	7.0	10.0	47.0	10.0	10.0	7.0	47.0	7.0	8.0	58.0	47.0	58.0	58.0	7.0	47.0	7.0	13.0
15	10.0	112.0	10.0	11.0	10.0	112.0	10.0	11.0	10.0	112.0	10.0	11.0	10.0	112.0	10.0	34.0	10.0	112.0	10.0	34.0
16	2.0	8.0	2.0	2.0	1.0	8.0	1.0	1.0	1.0	8.0	1.0	1.0	1.0	8.0	1.0	1.0	2.0	8.0	2.0	2.0
17	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0
18	2.0	11.0	2.0	2.0	1.0	11.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	11.0	1.0	1.0	2.0	11.0	2.0	2.0
19	1.0	56.0	1.0	1.0	1.0	56.0	1.0	1.0	1.0	56.0	1.0	1.0	73.0	56.0	73.0	73.0	1.0	56.0	1.0	9.0
