id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula
1	1.0	71.0	1.0	1.0	1.0	71.0	1.0	1.0	1.0	71.0	1.0	1.0	1.0	71.0	1.0	1.0	1.0	71.0	1.0	1.0
2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
3	1.0	237.0	1.0	1.0	1.0	237.0	1.0	1.0	1.0	237.0	1.0	1.0	1.0	237.0	1.0	6.0	1.0	237.0	1.0	9.0
4	4.0	1.0	4.0	4.0	4.0	1.0	4.0	4.0	4.0	1.0	4.0	4.0	4.0	1.0	4.0	1.0	4.0	1.0	4.0	1.0
5	6.0	1.0	6.0	2.0	3.0	1.0	3.0	2.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	6.0	1.0	6.0	1.0
6	8.0	210.0	9.0	10.0	1.0	210.0	1.0	1.0	1.0	210.0	1.0	3.0	34.0	210.0	34.0	38.0	8.0	210.0	9.0	27.0
7	3.0	116.0	3.0	4.0	3.0	116.0	3.0	3.0	3.0	116.0	3.0	4.0	3.0	116.0	3.0	9.0	3.0	116.0	3.0	10.0
8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10	7.0	207.0	7.0	7.0	2.0	207.0	2.0	2.0	3.0	207.0	3.0	3.0	2.0	207.0	2.0	7.0	7.0	207.0	7.0	14.0
11	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
12	1.0	90.0	2.0	2.0	12.0	90.0	12.0	12.0	3.0	90.0	4.0	5.0	111.0	90.0	111.0	111.0	1.0	90.0	2.0	7.0
13	6.0	45.0	7.0	7.0	6.0	45.0	7.0	7.0	6.0	45.0	7.0	7.0	6.0	45.0	7.0	9.0	6.0	45.0	7.0	9.0
14	2.0	139.0	2.0	2.0	2.0	139.0	2.0	2.0	2.0	139.0	2.0	2.0	2.0	139.0	2.0	3.0	2.0	139.0	2.0	9.0
15	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
16	1.0	157.0	1.0	1.0	1.0	157.0	1.0	1.0	1.0	157.0	1.0	1.0	1.0	157.0	1.0	8.0	1.0	157.0	1.0	14.0
17	2.0	180.0	2.0	2.0	2.0	180.0	2.0	2.0	2.0	180.0	2.0	2.0	2.0	180.0	2.0	6.0	2.0	180.0	2.0	6.0
18	1.0	133.0	1.0	1.0	1.0	133.0	1.0	1.0	1.0	133.0	1.0	1.0	1.0	133.0	1.0	1.0	1.0	133.0	1.0	1.0
19	157.0	189.0	157.0	159.0	157.0	189.0	157.0	159.0	157.0	189.0	157.0	159.0	157.0	189.0	157.0	159.0	157.0	189.0	157.0	159.0
20	3.0	168.0	3.0	3.0	3.0	168.0	3.0	3.0	3.0	168.0	3.0	5.0	3.0	168.0	3.0	10.0	3.0	168.0	3.0	10.0
21	6.0	132.0	6.0	6.0	7.0	132.0	7.0	8.0	7.0	132.0	7.0	8.0	5.0	132.0	5.0	9.0	6.0	132.0	6.0	20.0
22	11.0	132.0	13.0	13.0	11.0	132.0	13.0	13.0	11.0	132.0	13.0	13.0	10.0	132.0	12.0	13.0	11.0	132.0	13.0	15.0
23	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0
24	76.0	145.0	77.0	81.0	68.0	145.0	68.0	72.0	68.0	145.0	68.0	72.0	65.0	145.0	65.0	70.0	76.0	145.0	77.0	83.0
25	4.0	181.0	4.0	4.0	8.0	181.0	8.0	8.0	6.0	181.0	6.0	6.0	23.0	181.0	23.0	26.0	4.0	181.0	4.0	9.0
26	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
27	24.0	108.0	25.0	26.0	24.0	108.0	25.0	26.0	24.0	108.0	25.0	27.0	24.0	108.0	25.0	29.0	24.0	108.0	25.0	29.0
top_1_3_5_10	9_14_16_21	6_7_7_7	8_14_16_21	8_14_17_21	9_16_17_20	6_7_7_7	9_16_17_20	9_16_17_20	9_17_18_21	6_7_7_7	9_16_18_21	9_14_18_21	8_15_17_19	6_7_7_7	8_15_17_18	8_10_10_18	9_14_16_21	6_7_7_7	8_14_16_21	8_9_9_17
percent	0.333_0.519_0.593_0.778	0.222_0.259_0.259_0.259	0.296_0.519_0.593_0.778	0.296_0.519_0.630_0.778	0.333_0.593_0.630_0.741	0.222_0.259_0.259_0.259	0.333_0.593_0.630_0.741	0.333_0.593_0.630_0.741	0.333_0.630_0.667_0.778	0.222_0.259_0.259_0.259	0.333_0.593_0.667_0.778	0.333_0.519_0.667_0.778	0.296_0.556_0.630_0.704	0.222_0.259_0.259_0.259	0.296_0.556_0.630_0.667	0.296_0.370_0.370_0.667	0.333_0.519_0.593_0.778	0.222_0.259_0.259_0.259	0.296_0.519_0.593_0.778	0.296_0.333_0.333_0.630
improve_drop	0_0	2_19	0_6	1_8	0_0	2_19	0_3	1_6	0_0	2_19	0_4	1_10	0_0	3_18	0_3	2_15	0_0	2_19	0_6	2_16
