id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula
1	29.0	1132.0	29.0	29.0	18.0	1132.0	18.0	18.0	18.0	1132.0	18.0	19.0	18.0	1132.0	18.0	49.0	29.0	1132.0	29.0	93.0
2	1.0	359.0	1.0	1.0	1.0	359.0	1.0	1.0	1.0	359.0	1.0	3.0	1.0	359.0	1.0	24.0	1.0	359.0	1.0	44.0
5	16.0	381.0	17.0	17.0	16.0	381.0	17.0	17.0	16.0	381.0	17.0	17.0	16.0	381.0	17.0	24.0	16.0	381.0	17.0	48.0
6	68.0	508.0	69.0	82.0	53.0	508.0	54.0	63.0	53.0	508.0	54.0	79.0	6.0	508.0	6.0	45.0	68.0	508.0	69.0	109.0
7	3.0	150.0	3.0	3.0	3.0	150.0	3.0	3.0	3.0	150.0	3.0	3.0	3.0	150.0	3.0	5.0	3.0	150.0	3.0	5.0
8	25.0	310.0	25.0	25.0	25.0	310.0	25.0	25.0	25.0	310.0	25.0	25.0	25.0	310.0	25.0	31.0	25.0	310.0	25.0	55.0
9	4.0	3.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	3.0	4.0	4.0
10	19.0	321.0	19.0	20.0	19.0	321.0	19.0	20.0	19.0	321.0	19.0	20.0	19.0	321.0	19.0	26.0	19.0	321.0	19.0	49.0
11	119.0	469.0	122.0	138.0	105.0	469.0	108.0	124.0	105.0	469.0	108.0	142.0	91.0	469.0	93.0	128.0	119.0	469.0	122.0	156.0
13	606.0	797.0	608.0	612.0	606.0	797.0	608.0	612.0	606.0	797.0	608.0	616.0	606.0	797.0	608.0	634.0	606.0	797.0	608.0	656.0
14	158.0	538.0	163.0	168.0	121.0	538.0	124.0	126.0	121.0	538.0	124.0	141.0	35.0	538.0	35.0	54.0	158.0	538.0	163.0	197.0
16	2.0	750.0	2.0	2.0	2.0	750.0	2.0	2.0	2.0	750.0	2.0	2.0	2.0	750.0	2.0	40.0	2.0	750.0	2.0	63.0
17	246.0	483.0	253.0	265.0	246.0	483.0	253.0	265.0	246.0	483.0	253.0	282.0	246.0	483.0	253.0	264.0	246.0	483.0	253.0	282.0
18	462.0	476.0	469.0	488.0	462.0	476.0	469.0	488.0	461.0	476.0	468.0	487.0	461.0	476.0	468.0	474.0	461.0	476.0	468.0	487.0
19	35.0	350.0	35.0	35.0	35.0	350.0	35.0	35.0	35.0	350.0	35.0	36.0	35.0	350.0	35.0	49.0	35.0	350.0	35.0	67.0
20	18.0	314.0	18.0	18.0	18.0	314.0	18.0	18.0	18.0	314.0	18.0	18.0	18.0	314.0	18.0	24.0	18.0	314.0	18.0	47.0
21	43.0	340.0	49.0	49.0	43.0	340.0	49.0	49.0	43.0	340.0	49.0	52.0	43.0	340.0	49.0	58.0	43.0	340.0	49.0	79.0
22	43.0	340.0	49.0	49.0	43.0	340.0	49.0	49.0	43.0	340.0	49.0	52.0	43.0	340.0	49.0	58.0	43.0	340.0	49.0	79.0
23	1.0	264.0	1.0	1.0	1.0	264.0	1.0	1.0	1.0	264.0	1.0	1.0	1.0	264.0	1.0	7.0	1.0	264.0	1.0	30.0
24	6.0	296.0	6.0	6.0	6.0	296.0	6.0	6.0	6.0	296.0	6.0	7.0	6.0	296.0	6.0	15.0	6.0	296.0	6.0	37.0
25	30.0	345.0	30.0	30.0	30.0	345.0	30.0	30.0	30.0	345.0	30.0	31.0	30.0	345.0	30.0	43.0	30.0	345.0	30.0	60.0
26	4.0	815.0	4.0	4.0	4.0	815.0	4.0	4.0	4.0	815.0	4.0	4.0	4.0	815.0	4.0	34.0	4.0	815.0	4.0	54.0
27	2.0	9.0	2.0	2.0	2.0	9.0	2.0	2.0	2.0	9.0	2.0	2.0	5.0	9.0	5.0	5.0	2.0	9.0	2.0	3.0
28	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
31	322.0	310.0	329.0	344.0	322.0	310.0	329.0	344.0	322.0	310.0	329.0	344.0	322.0	310.0	329.0	332.0	322.0	310.0	329.0	344.0
32	7.0	428.0	7.0	8.0	6.0	428.0	6.0	7.0	6.0	428.0	6.0	8.0	6.0	428.0	6.0	14.0	7.0	428.0	7.0	21.0
33	44.0	524.0	50.0	50.0	44.0	524.0	50.0	50.0	44.0	524.0	50.0	52.0	44.0	524.0	50.0	69.0	44.0	524.0	50.0	91.0
34	12.0	15.0	12.0	14.0	12.0	15.0	12.0	14.0	12.0	15.0	12.0	14.0	12.0	15.0	12.0	12.0	12.0	15.0	12.0	14.0
35	81.0	501.0	81.0	86.0	81.0	501.0	81.0	86.0	81.0	501.0	81.0	105.0	81.0	501.0	81.0	103.0	81.0	501.0	81.0	126.0
37	234.0	234.0	241.0	251.0	234.0	234.0	241.0	251.0	234.0	234.0	241.0	251.0	234.0	234.0	241.0	247.0	234.0	234.0	241.0	251.0
38	10.0	142.0	14.0	14.0	10.0	142.0	14.0	14.0	10.0	142.0	14.0	29.0	10.0	142.0	14.0	16.0	10.0	142.0	14.0	32.0
39	13.0	26.0	13.0	13.0	13.0	26.0	13.0	13.0	13.0	26.0	13.0	13.0	12.0	26.0	12.0	12.0	13.0	26.0	13.0	13.0
40	75.0	552.0	75.0	76.0	63.0	552.0	63.0	63.0	63.0	552.0	63.0	67.0	45.0	552.0	45.0	80.0	75.0	552.0	75.0	124.0
41	267.0	477.0	271.0	286.0	264.0	477.0	268.0	283.0	264.0	477.0	268.0	299.0	263.0	477.0	267.0	298.0	267.0	477.0	271.0	302.0
42	1.0	50.0	1.0	1.0	1.0	50.0	1.0	1.0	1.0	50.0	1.0	1.0	1.0	50.0	1.0	2.0	1.0	50.0	1.0	12.0
43	372.0	506.0	378.0	392.0	368.0	506.0	374.0	388.0	368.0	506.0	374.0	403.0	342.0	506.0	348.0	379.0	372.0	506.0	378.0	407.0
44	38.0	146.0	41.0	55.0	38.0	146.0	41.0	55.0	38.0	146.0	41.0	55.0	38.0	146.0	41.0	42.0	38.0	146.0	41.0	55.0
45	17.0	360.0	17.0	17.0	17.0	360.0	17.0	17.0	17.0	360.0	17.0	17.0	17.0	360.0	17.0	23.0	17.0	360.0	17.0	45.0
46	1.0	50.0	1.0	1.0	1.0	50.0	1.0	1.0	1.0	50.0	1.0	1.0	1.0	50.0	1.0	2.0	1.0	50.0	1.0	2.0
