id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula
2	18.0	12.0	18.0	15.0	18.0	12.0	18.0	16.0	18.0	12.0	18.0	12.0	18.0	12.0	18.0	12.0	18.0	12.0	18.0	12.0
4	7.0	17.0	7.0	10.0	7.0	17.0	7.0	10.0	7.0	17.0	7.0	10.0	7.0	17.0	7.0	14.0	7.0	17.0	7.0	14.0
5	4.0	16.0	5.0	6.0	4.0	16.0	5.0	6.0	4.0	16.0	5.0	6.0	4.0	16.0	5.0	6.0	4.0	16.0	5.0	6.0
6	58.0	14.0	43.0	48.0	58.0	14.0	43.0	48.0	58.0	14.0	43.0	21.0	58.0	14.0	43.0	20.0	58.0	14.0	43.0	20.0
8	6.0	2.0	6.0	4.0	6.0	2.0	6.0	5.0	6.0	2.0	6.0	2.0	6.0	2.0	6.0	2.0	6.0	2.0	6.0	2.0
9	56.0	15.0	35.0	21.0	53.0	11.0	28.0	15.0	53.0	13.0	31.0	14.0	46.0	6.0	20.0	7.0	56.0	15.0	35.0	15.0
10	59.0	18.0	61.0	19.0	54.0	15.0	54.0	19.0	54.0	15.0	54.0	16.0	53.0	15.0	53.0	15.0	59.0	18.0	61.0	17.0
11	4.0	4.0	6.0	3.0	4.0	4.0	6.0	3.0	4.0	4.0	6.0	3.0	4.0	4.0	6.0	3.0	4.0	4.0	6.0	3.0
12	8.0	5.0	9.0	5.0	6.0	4.0	6.0	4.0	6.0	4.0	7.0	4.0	6.0	4.0	6.0	4.0	8.0	5.0	9.0	5.0
13	2.0	16.0	2.0	2.0	2.0	16.0	2.0	2.0	2.0	16.0	2.0	2.0	2.0	16.0	2.0	6.0	2.0	16.0	2.0	6.0
14	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0
15	79.0	22.0	51.0	22.0	8.0	2.0	5.0	4.0	45.0	2.0	5.0	2.0	8.0	2.0	5.0	2.0	79.0	22.0	51.0	22.0
17	14.0	45.0	14.0	19.0	14.0	45.0	14.0	19.0	14.0	45.0	14.0	19.0	14.0	45.0	14.0	19.0	14.0	45.0	14.0	19.0
18	38.0	16.0	42.0	44.0	38.0	16.0	42.0	44.0	38.0	16.0	42.0	30.0	38.0	16.0	42.0	33.0	38.0	16.0	42.0	33.0
19	1.0	3.0	2.0	2.0	5.0	3.0	6.0	6.0	4.0	3.0	5.0	3.0	6.0	8.0	6.0	11.0	1.0	3.0	2.0	3.0
20	8.0	22.0	9.0	16.0	8.0	22.0	9.0	16.0	8.0	22.0	9.0	18.0	8.0	22.0	9.0	18.0	8.0	22.0	9.0	18.0
21	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
