id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula
1	2.0	2.0	3.0	3.0	2.0	2.0	3.0	3.0	2.0	2.0	3.0	3.0	2.0	2.0	3.0	1.0	2.0	2.0	3.0	1.0
2	3.0	3.0	4.0	4.0	3.0	3.0	4.0	4.0	3.0	3.0	4.0	2.0	3.0	3.0	4.0	2.0	3.0	3.0	4.0	2.0
3	1.0	952.0	1.0	2.0	1.0	952.0	1.0	1.0	1.0	952.0	1.0	2.0	1.0	952.0	1.0	163.0	1.0	952.0	1.0	305.0
4	24.0	113.0	25.0	27.0	24.0	113.0	25.0	27.0	24.0	113.0	25.0	29.0	24.0	113.0	25.0	58.0	24.0	113.0	25.0	59.0
5	26.0	7.0	31.0	6.0	5.0	2.0	5.0	3.0	5.0	2.0	5.0	2.0	5.0	2.0	5.0	1.0	26.0	7.0	31.0	4.0
6	10.0	267.0	16.0	26.0	3.0	297.0	3.0	5.0	3.0	294.0	3.0	19.0	70.0	313.0	67.0	150.0	10.0	267.0	16.0	239.0
7	12.0	588.0	12.0	15.0	12.0	588.0	12.0	12.0	12.0	588.0	12.0	18.0	12.0	588.0	12.0	137.0	12.0	588.0	12.0	158.0
8	23.0	1.0	2.0	1.0	23.0	1.0	2.0	2.0	23.0	1.0	2.0	1.0	23.0	1.0	2.0	5.0	23.0	1.0	2.0	5.0
9	3.0	1.0	2.0	1.0	3.0	1.0	2.0	2.0	3.0	1.0	2.0	1.0	3.0	1.0	2.0	1.0	3.0	1.0	2.0	1.0
10	14.0	856.0	16.0	23.0	6.0	856.0	7.0	12.0	9.0	856.0	10.0	43.0	6.0	856.0	7.0	169.0	14.0	856.0	16.0	202.0
11	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
12	1.0	377.0	7.0	9.0	26.0	377.0	36.0	49.0	4.0	377.0	11.0	37.0	284.0	377.0	285.0	319.0	1.0	377.0	7.0	188.0
13	15.0	269.0	25.0	31.0	15.0	269.0	25.0	30.0	15.0	269.0	25.0	66.0	15.0	269.0	25.0	115.0	15.0	269.0	25.0	115.0
14	4.0	4.0	6.0	2.0	4.0	3.0	5.0	2.0	4.0	3.0	5.0	2.0	4.0	3.0	5.0	2.0	4.0	4.0	6.0	2.0
15	2.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	2.0	3.0	3.0	2.0
16	8.0	887.0	9.0	13.0	8.0	887.0	9.0	13.0	8.0	887.0	9.0	17.0	8.0	887.0	9.0	180.0	8.0	887.0	9.0	415.0
17	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0
18	3.0	398.0	3.0	4.0	3.0	398.0	3.0	4.0	3.0	398.0	3.0	6.0	3.0	398.0	3.0	22.0	3.0	398.0	3.0	23.0
19	578.0	50.0	120.0	196.0	578.0	50.0	120.0	195.0	578.0	50.0	120.0	193.0	578.0	50.0	120.0	151.0	578.0	50.0	120.0	151.0
20	5.0	6.0	8.0	5.0	5.0	6.0	8.0	5.0	5.0	6.0	8.0	4.0	5.0	6.0	8.0	3.0	5.0	6.0	8.0	3.0
21	12.0	9.0	18.0	8.0	25.0	15.0	31.0	23.0	25.0	15.0	31.0	15.0	340.0	159.0	343.0	165.0	12.0	9.0	18.0	6.0
22	31.0	429.0	37.0	45.0	31.0	429.0	37.0	45.0	31.0	429.0	37.0	55.0	30.0	429.0	36.0	139.0	31.0	429.0	37.0	143.0
23	3.0	27.0	5.0	9.0	3.0	27.0	5.0	9.0	3.0	27.0	5.0	9.0	3.0	27.0	5.0	14.0	3.0	27.0	5.0	14.0
24	235.0	124.0	254.0	216.0	181.0	109.0	208.0	183.0	200.0	111.0	222.0	149.0	175.0	95.0	192.0	93.0	235.0	124.0	254.0	120.0
25	10.0	5.0	9.0	8.0	43.0	7.0	14.0	19.0	43.0	6.0	11.0	13.0	90.0	37.0	85.0	37.0	10.0	5.0	9.0	4.0
26	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
27	66.0	514.0	79.0	130.0	66.0	514.0	79.0	129.0	66.0	514.0	79.0	152.0	66.0	514.0	79.0	235.0	66.0	514.0	79.0	238.0
top_1_3_5_10	2_9_11_14	3_6_8_11	1_7_9_14	3_7_10_15	1_9_12_14	3_8_8_10	1_8_12_15	2_8_12_13	1_9_13_15	3_8_8_10	1_8_12_15	3_9_10_12	1_8_11_13	3_8_8_9	1_7_11_14	4_8_9_9	2_9_11_14	3_6_8_11	1_7_9_14	3_7_10_11
percent	0.074_0.333_0.407_0.519	0.111_0.222_0.296_0.407	0.037_0.259_0.333_0.519	0.111_0.259_0.370_0.556	0.037_0.333_0.444_0.519	0.111_0.296_0.296_0.370	0.037_0.296_0.444_0.556	0.074_0.296_0.444_0.481	0.037_0.333_0.481_0.556	0.111_0.296_0.296_0.370	0.037_0.296_0.444_0.556	0.111_0.333_0.370_0.444	0.037_0.296_0.407_0.481	0.111_0.296_0.296_0.333	0.037_0.259_0.407_0.519	0.148_0.296_0.333_0.333	0.074_0.333_0.407_0.519	0.111_0.222_0.296_0.407	0.037_0.259_0.333_0.519	0.111_0.259_0.370_0.407
improve_drop	0_0	8_14	4_17	9_15	0_0	9_14	4_15	8_14	0_0	9_14	4_15	11_14	0_0	9_14	5_15	12_12	0_0	8_14	4_17	12_12
