id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula
1	6.0	4.0	7.0	7.0	4.0	3.0	4.0	4.0	4.0	3.0	4.0	2.0	4.0	3.0	4.0	2.0	6.0	4.0	7.0	4.0
2	3.0	455.0	4.0	4.0	3.0	455.0	4.0	4.0	3.0	455.0	4.0	9.0	3.0	455.0	4.0	128.0	3.0	455.0	4.0	173.0
5	10.0	6.0	9.0	7.0	10.0	6.0	9.0	7.0	10.0	6.0	9.0	5.0	10.0	6.0	9.0	4.0	10.0	6.0	9.0	4.0
6	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	7.0	18.0	23.0	12.0	1.0	2.0	2.0	2.0
7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8	10.0	7.0	11.0	13.0	10.0	7.0	11.0	13.0	10.0	7.0	11.0	9.0	10.0	7.0	11.0	6.0	10.0	7.0	11.0	6.0
9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10	27.0	15.0	26.0	28.0	30.0	16.0	29.0	30.0	30.0	16.0	29.0	25.0	517.0	146.0	484.0	313.0	27.0	15.0	24.0	16.0
11	167.0	115.0	180.0	106.0	146.0	99.0	156.0	92.0	146.0	99.0	156.0	84.0	119.0	86.0	127.0	65.0	167.0	115.0	178.0	88.0
13	47.0	37.0	54.0	66.0	47.0	37.0	54.0	63.0	47.0	37.0	54.0	95.0	47.0	37.0	49.0	216.0	47.0	37.0	49.0	212.0
