id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula	ori_StatisticalDebugging	pred_StatisticalDebugging	predWithReplace_StatisticalDebugging	tot_StatisticalDebugging	ori_OriginalStatisticalDebugging	pred_OriginalStatisticalDebugging	predWithReplace_OriginalStatisticalDebugging	tot_OriginalStatisticalDebugging
1	6.0	4.0	7.0	4.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	1.0	4.0	3.0	4.0	1.0	6.0	4.0	7.0	2.0	419.0	3.0	3.0	3.0	419.0	3.0	3.0	3.0
2	3.0	453.0	4.0	20.0	3.0	453.0	4.0	18.0	3.0	453.0	4.0	31.0	3.0	453.0	4.0	203.0	3.0	453.0	4.0	239.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
3	4.0	2.0	4.0	1.0	4.0	2.0	4.0	2.0	4.0	2.0	4.0	1.0	4.0	2.0	4.0	1.0	4.0	2.0	4.0	1.0	153.0	5.0	5.0	5.0	153.0	5.0	5.0	5.0
4	28.0	21.0	30.0	28.0	24.0	17.0	24.0	23.0	24.0	17.0	24.0	21.0	20.0	16.0	20.0	18.0	28.0	21.0	30.0	21.0	191.0	29.0	29.0	29.0	191.0	25.0	25.0	25.0
5	10.0	6.0	9.0	7.0	10.0	6.0	9.0	7.0	10.0	6.0	9.0	6.0	10.0	6.0	9.0	4.0	10.0	6.0	9.0	4.0	122.0	5.0	5.0	5.0	122.0	122.0	122.0	122.0
6	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	7.0	18.0	8.0	16.0	1.0	2.0	2.0	1.0	192.0	2.0	2.0	2.0	192.0	2.0	2.0	2.0
7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	50.0	1.0	1.0	1.0	50.0	1.0	1.0	1.0
8	10.0	7.0	11.0	7.0	10.0	7.0	11.0	7.0	10.0	7.0	11.0	7.0	10.0	7.0	11.0	4.0	10.0	7.0	11.0	4.0	96.0	7.0	7.0	7.0	96.0	96.0	96.0	96.0
9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10	19.0	14.0	19.0	15.0	19.0	14.0	19.0	15.0	19.0	14.0	19.0	13.0	19.0	14.0	19.0	11.0	19.0	14.0	19.0	11.0	98.0	10.0	10.0	10.0	98.0	98.0	98.0	98.0
11	167.0	116.0	182.0	115.0	146.0	100.0	160.0	99.0	146.0	100.0	160.0	99.0	119.0	87.0	133.0	79.0	167.0	116.0	182.0	105.0	172.0	186.0	186.0	186.0	172.0	170.0	170.0	170.0
12	93.0	609.0	94.0	126.0	93.0	609.0	94.0	126.0	93.0	609.0	94.0	260.0	93.0	609.0	94.0	313.0	93.0	609.0	94.0	354.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
13	47.0	37.0	54.0	45.0	47.0	37.0	54.0	45.0	47.0	37.0	54.0	53.0	47.0	37.0	54.0	129.0	47.0	37.0	54.0	125.0	285.0	19.0	19.0	19.0	285.0	285.0	285.0	285.0
14	3.0	9.0	3.0	7.0	1.0	3.0	1.0	2.0	2.0	4.0	2.0	3.0	1.0	2.0	1.0	1.0	3.0	9.0	3.0	6.0	179.0	13.0	13.0	13.0	179.0	5.0	5.0	5.0
15	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
16	5.0	5.0	6.0	4.0	2.0	3.0	4.0	2.0	2.0	3.0	4.0	3.0	2.0	2.0	3.0	2.0	5.0	5.0	6.0	3.0	275.0	484.0	484.0	483.0	275.0	349.0	349.0	349.0
