id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula	ori_StatisticalDebugging	pred_StatisticalDebugging	predWithReplace_StatisticalDebugging	tot_StatisticalDebugging	ori_OriginalStatisticalDebugging	pred_OriginalStatisticalDebugging	predWithReplace_OriginalStatisticalDebugging	tot_OriginalStatisticalDebugging
1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	3.0	19.0	1.0	1.0	1.0	19.0	19.0	19.0	19.0
2	17.0	5.0	5.0	7.0	20.0	7.0	7.0	10.0	20.0	6.0	6.0	14.0	44.0	14.0	33.0	29.0	17.0	5.0	5.0	21.0	15.0	2.0	2.0	2.0	15.0	18.0	18.0	18.0
3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	14.0	14.0	14.0	10.0	10.0	10.0	10.0
4	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	10.0	94.0	2.0	2.0	2.0	94.0	2.0	2.0	2.0
5	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	4.0	2.0	2.0	2.0	4.0	4.0	4.0	4.0
6	14.0	12.0	14.0	14.0	14.0	12.0	14.0	14.0	14.0	12.0	14.0	13.0	3.0	2.0	3.0	2.0	14.0	12.0	14.0	12.0	9.0	15.0	15.0	15.0	9.0	11.0	11.0	11.0
7	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	4.0	4.0	4.0
8	2.0	6.0	2.0	3.0	2.0	6.0	2.0	3.0	2.0	6.0	2.0	3.0	2.0	6.0	2.0	5.0	2.0	6.0	2.0	5.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
9	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	13.0	20.0	20.0	20.0	13.0	13.0	13.0	13.0
10	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
