id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula
1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
3	1.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	84.0	1.0	83.0	1.0	1.0	1.0	1.0
4	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0
5	6.0	6.0	6.0	6.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	1.0	6.0	6.0	6.0	4.0
6	8.0	9.0	12.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	34.0	22.0	34.0	23.0	8.0	9.0	12.0	4.0
7	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	3.0
9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10	7.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	3.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	7.0	1.0	1.0	3.0
11	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
12	1.0	6.0	6.0	4.0	12.0	14.0	17.0	16.0	3.0	8.0	9.0	6.0	111.0	71.0	111.0	89.0	1.0	6.0	6.0	1.0
13	6.0	7.0	10.0	7.0	6.0	7.0	10.0	7.0	6.0	7.0	10.0	6.0	6.0	7.0	10.0	4.0	6.0	7.0	10.0	4.0
14	2.0	3.0	3.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	3.0	3.0	1.0
15	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
16	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
17	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0
18	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
19	157.0	14.0	21.0	25.0	157.0	14.0	21.0	25.0	157.0	14.0	21.0	27.0	157.0	14.0	21.0	51.0	157.0	14.0	21.0	50.0
20	3.0	5.0	6.0	4.0	3.0	5.0	6.0	4.0	3.0	5.0	6.0	3.0	3.0	5.0	6.0	2.0	3.0	5.0	6.0	2.0
21	6.0	4.0	6.0	4.0	7.0	7.0	9.0	6.0	7.0	7.0	9.0	4.0	5.0	5.0	7.0	3.0	6.0	4.0	6.0	4.0
22	11.0	158.0	15.0	18.0	11.0	158.0	15.0	18.0	11.0	158.0	15.0	25.0	10.0	158.0	14.0	60.0	11.0	158.0	15.0	64.0
23	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
24	76.0	58.0	79.0	74.0	68.0	51.0	71.0	68.0	68.0	51.0	71.0	61.0	65.0	48.0	67.0	47.0	76.0	58.0	79.0	56.0
25	4.0	2.0	3.0	2.0	8.0	3.0	5.0	4.0	6.0	3.0	5.0	3.0	23.0	14.0	22.0	14.0	4.0	2.0	3.0	1.0
26	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
27	24.0	16.0	26.0	21.0	24.0	16.0	26.0	25.0	24.0	16.0	26.0	19.0	24.0	16.0	26.0	21.0	24.0	16.0	26.0	21.0
top_1_3_5_10	9_14_16_21	10_14_17_21	9_14_15_20	10_14_19_21	9_16_17_20	9_15_18_20	9_15_17_20	12_15_18_20	9_17_18_21	10_16_18_21	10_15_17_21	11_17_19_21	8_15_17_19	8_13_16_17	8_14_15_18	10_15_17_17	9_14_16_21	10_14_17_21	9_14_15_20	11_16_21_21
percent	0.333_0.519_0.593_0.778	0.370_0.519_0.630_0.778	0.333_0.519_0.556_0.741	0.370_0.519_0.704_0.778	0.333_0.593_0.630_0.741	0.333_0.556_0.667_0.741	0.333_0.556_0.630_0.741	0.444_0.556_0.667_0.741	0.333_0.630_0.667_0.778	0.370_0.593_0.667_0.778	0.370_0.556_0.630_0.778	0.407_0.630_0.704_0.778	0.296_0.556_0.630_0.704	0.296_0.481_0.593_0.630	0.296_0.519_0.556_0.667	0.370_0.556_0.630_0.630	0.333_0.519_0.593_0.778	0.370_0.519_0.630_0.778	0.333_0.519_0.556_0.741	0.407_0.593_0.778_0.778
improve_drop	0_0	7_6	3_8	9_4	0_0	6_5	2_7	7_5	0_0	7_5	3_7	9_3	0_0	8_4	2_6	13_3	0_0	7_6	3_8	12_2
