id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula	ori_StatisticalDebugging	pred_StatisticalDebugging	predWithReplace_StatisticalDebugging	tot_StatisticalDebugging	ori_OriginalStatisticalDebugging	pred_OriginalStatisticalDebugging	predWithReplace_OriginalStatisticalDebugging	tot_OriginalStatisticalDebugging
1	2.0	1.0	1.0	1.0	3.0	1.0	2.0	1.0	3.0	1.0	1.0	1.0	12.0	3.0	11.0	3.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0
2	4.0	17.0	6.0	7.0	4.0	17.0	6.0	7.0	4.0	17.0	6.0	7.0	4.0	17.0	6.0	10.0	4.0	17.0	6.0	10.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
4	2.0	37.0	2.0	3.0	2.0	37.0	2.0	4.0	2.0	37.0	2.0	7.0	13.0	37.0	13.0	31.0	2.0	37.0	2.0	21.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
5	2.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0
6	21.0	8.0	8.0	35.0	17.0	77.0	19.0	40.0	17.0	72.0	19.0	63.0	27.0	93.0	27.0	111.0	21.0	8.0	8.0	39.0	69.0	10.0	10.0	10.0	69.0	37.0	37.0	37.0
7	1.0	10.0	6.0	8.0	1.0	10.0	6.0	8.0	1.0	10.0	6.0	7.0	1.0	10.0	6.0	4.0	1.0	10.0	6.0	4.0	28.0	7.0	7.0	7.0	28.0	28.0	28.0	28.0
8	2.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	4.0	6.0	6.0	6.0	4.0	4.0	4.0	4.0
9	1.0	11.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	11.0	1.0	7.0	1.0	11.0	1.0	7.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
10	2.0	3.0	4.0	3.0	2.0	3.0	4.0	3.0	2.0	3.0	4.0	2.0	2.0	3.0	4.0	2.0	2.0	3.0	4.0	2.0	7.0	11.0	11.0	11.0	7.0	7.0	7.0	7.0
11	2.0	4.0	4.0	4.0	2.0	4.0	4.0	4.0	2.0	4.0	4.0	3.0	2.0	4.0	4.0	2.0	2.0	4.0	4.0	2.0	18.0	26.0	26.0	26.0	18.0	18.0	18.0	18.0
12	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
13	24.0	46.0	26.0	32.0	24.0	46.0	26.0	32.0	24.0	46.0	26.0	32.0	24.0	46.0	26.0	37.0	24.0	46.0	26.0	37.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
14	24.0	8.0	25.0	21.0	24.0	8.0	25.0	21.0	24.0	8.0	25.0	10.0	24.0	8.0	25.0	8.0	24.0	8.0	25.0	8.0	8.0	12.0	12.0	12.0	8.0	8.0	8.0	8.0
15	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0
16	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	2.0	2.0	3.0	4.0	4.0	4.0
17	14.0	20.0	14.0	17.0	14.0	20.0	14.0	17.0	14.0	20.0	14.0	17.0	14.0	20.0	14.0	17.0	14.0	20.0	14.0	17.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
18	8.0	10.0	13.0	8.0	8.0	10.0	13.0	8.0	8.0	10.0	13.0	4.0	8.0	10.0	13.0	3.0	8.0	10.0	13.0	3.0	41.0	9.0	9.0	9.0	41.0	41.0	41.0	41.0
19	9.0	3.0	4.0	3.0	9.0	3.0	4.0	3.0	9.0	3.0	4.0	6.0	9.0	3.0	4.0	4.0	9.0	3.0	4.0	4.0	17.0	2.0	2.0	2.0	17.0	17.0	17.0	17.0
20	31.0	127.0	36.0	53.0	31.0	127.0	36.0	53.0	31.0	127.0	36.0	62.0	31.0	127.0	36.0	88.0	31.0	127.0	36.0	88.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
21	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	1.0	1.0	1.0	8.0	1.0	1.0	1.0
22	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	3.0	11.0	11.0	3.0	11.0	11.0	11.0	11.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
23	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	9.0	1.0	1.0	1.0	9.0	9.0	9.0	9.0
24	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	9.0	1.0	1.0	1.0	9.0	9.0	9.0	9.0
25	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	7.0	2.0	2.0	2.0	7.0	7.0	7.0	7.0
26	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0
27	1.0	5.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	5.0	1.0	3.0	1.0	5.0	1.0	3.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
28	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	16.0	3.0	3.0	3.0	16.0	16.0	16.0	16.0
29	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	6.0	20.0	20.0	6.0	20.0	20.0	20.0	20.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
30	3.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	7.0	7.0	7.0	7.0
31	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	12.0	14.0	1.0	1.0	1.0	14.0	1.0	1.0	1.0
32	3.0	2.0	3.0	1.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	1.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	1.0	41.0	3.0	3.0	3.0	41.0	41.0	41.0	41.0
33	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	16.0	3.0	3.0	3.0	16.0	16.0	16.0	16.0
34	2.0	7.0	2.0	2.0	2.0	7.0	2.0	2.0	2.0	7.0	2.0	2.0	2.0	7.0	2.0	5.0	2.0	7.0	2.0	5.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
35	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
36	1.0	4.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	4.0	1.0	1.0	3.0	4.0	3.0	3.0	1.0	4.0	1.0	3.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
37	2.0	2.0	2.0	2.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	2.0	16.0	12.0	16.0	12.0	2.0	2.0	2.0	2.0	7.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0
38	2.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	6.0	1.0	1.0	1.0	6.0	6.0	6.0	6.0
39	11.0	3.0	3.0	3.0	11.0	3.0	3.0	3.0	11.0	3.0	3.0	3.0	11.0	3.0	3.0	5.0	11.0	3.0	3.0	5.0	15.0	2.0	2.0	2.0	15.0	15.0	15.0	15.0
40	7.0	1.0	2.0	1.0	7.0	1.0	2.0	1.0	7.0	1.0	2.0	2.0	7.0	1.0	2.0	2.0	7.0	1.0	2.0	2.0	6.0	1.0	1.0	1.0	6.0	6.0	6.0	6.0
41	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	4.0	9.0	9.0	4.0	9.0	9.0	9.0	9.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
42	5.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	16.0	1.0	1.0	1.0	16.0	16.0	16.0	16.0
43	9.0	3.0	8.0	6.0	5.0	2.0	4.0	2.0	6.0	2.0	5.0	2.0	3.0	2.0	2.0	2.0	9.0	3.0	8.0	3.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0
44	5.0	9.0	9.0	9.0	5.0	9.0	9.0	9.0	5.0	9.0	9.0	9.0	5.0	9.0	9.0	5.0	5.0	9.0	9.0	5.0	25.0	7.0	7.0	7.0	25.0	25.0	25.0	25.0
45	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	4.0	4.0	4.0	4.0
46	2.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	7.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0
47	2.0	2.0	3.0	3.0	2.0	1.0	2.0	2.0	2.0	2.0	3.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	3.0	1.0	6.0	2.0	2.0	2.0	6.0	1.0	1.0	1.0
48	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	11.0	11.0	11.0	11.0
49	2.0	3.0	3.0	2.0	2.0	3.0	3.0	2.0	2.0	3.0	3.0	2.0	2.0	3.0	3.0	2.0	2.0	3.0	3.0	2.0	9.0	16.0	16.0	16.0	9.0	9.0	9.0	9.0
50	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	10.0	10.0	10.0	10.0
51	10.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	11.0	11.0	11.0	11.0
52	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	4.0	4.0	4.0	4.0
53	1.0	5.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	5.0	1.0	3.0	1.0	5.0	1.0	3.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
54	20.0	5.0	5.0	7.0	20.0	5.0	5.0	5.0	20.0	5.0	5.0	7.0	20.0	5.0	5.0	10.0	20.0	5.0	5.0	10.0	16.0	2.0	2.0	2.0	16.0	16.0	16.0	16.0
55	1.0	6.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	6.0	1.0	2.0	1.0	6.0	1.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
56	3.0	2.0	3.0	2.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	8.0	1.0	1.0	1.0	8.0	8.0	8.0	8.0
57	2.0	3.0	4.0	3.0	2.0	3.0	4.0	3.0	2.0	3.0	4.0	3.0	2.0	3.0	4.0	3.0	2.0	3.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
58	7.0	53.0	10.0	12.0	7.0	53.0	10.0	12.0	7.0	53.0	10.0	13.0	7.0	53.0	10.0	26.0	7.0	53.0	10.0	26.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
59	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
60	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	5.0	3.0	3.0	3.0	5.0	5.0	5.0	5.0
61	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
62	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	9.0	11.0	11.0	11.0	9.0	9.0	9.0	9.0
63	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
64	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	5.0	2.0	2.0	2.0	5.0	2.0	2.0	2.0
65	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	10.0	4.0	4.0	4.0	10.0	10.0	10.0	10.0
66	19.0	5.0	11.0	6.0	2.0	1.0	2.0	1.0	9.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	19.0	5.0	11.0	6.0	10.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0
