id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula
1	2.0	1.0	2.0	1.0	3.0	1.0	3.0	2.0	3.0	1.0	3.0	1.0	12.0	3.0	12.0	4.0	2.0	1.0	2.0	1.0
2	4.0	16.0	4.0	6.0	4.0	16.0	4.0	6.0	4.0	16.0	4.0	7.0	4.0	16.0	4.0	8.0	4.0	16.0	4.0	8.0
3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
4	2.0	34.0	2.0	3.0	2.0	34.0	2.0	4.0	2.0	34.0	2.0	5.0	13.0	34.0	13.0	24.0	2.0	34.0	2.0	14.0
5	2.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0
6	21.0	4.0	5.0	15.0	17.0	43.0	18.0	27.0	17.0	42.0	18.0	44.0	27.0	58.0	27.0	77.0	21.0	4.0	5.0	18.0
7	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0
8	2.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0
9	1.0	10.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	10.0	1.0	4.0	1.0	10.0	1.0	4.0
10	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0
11	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0
12	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
13	24.0	40.0	24.0	28.0	24.0	40.0	24.0	28.0	24.0	40.0	24.0	28.0	24.0	40.0	24.0	33.0	24.0	40.0	24.0	33.0
14	20.0	25.0	20.0	20.0	20.0	25.0	20.0	20.0	20.0	25.0	20.0	21.0	20.0	25.0	20.0	24.0	20.0	25.0	20.0	24.0
15	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
16	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
17	14.0	19.0	14.0	15.0	14.0	19.0	14.0	15.0	14.0	19.0	14.0	15.0	14.0	19.0	14.0	15.0	14.0	19.0	14.0	15.0
18	8.0	5.0	9.0	9.0	8.0	5.0	9.0	9.0	8.0	5.0	9.0	7.0	8.0	5.0	9.0	6.0	8.0	5.0	9.0	6.0
19	9.0	2.0	3.0	2.0	9.0	2.0	3.0	2.0	9.0	2.0	3.0	3.0	9.0	2.0	3.0	2.0	9.0	2.0	3.0	2.0
20	31.0	110.0	31.0	39.0	31.0	110.0	31.0	39.0	31.0	110.0	31.0	47.0	31.0	110.0	31.0	66.0	31.0	110.0	31.0	66.0
21	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0
22	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	3.0	11.0	11.0	3.0	11.0	11.0	11.0	11.0
23	3.0	2.0	3.0	2.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	2.0
24	4.0	3.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0
25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
26	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
27	1.0	5.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	5.0	1.0	3.0	1.0	5.0	1.0	3.0
28	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0
29	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	6.0	20.0	20.0	6.0	20.0	20.0	20.0	20.0
30	3.0	17.0	3.0	4.0	3.0	17.0	3.0	4.0	3.0	17.0	3.0	6.0	3.0	17.0	3.0	13.0	3.0	17.0	3.0	13.0
31	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	12.0
32	3.0	2.0	3.0	1.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	1.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	1.0
33	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0
34	2.0	7.0	2.0	2.0	2.0	7.0	2.0	2.0	2.0	7.0	2.0	2.0	2.0	7.0	2.0	4.0	2.0	7.0	2.0	4.0
35	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0	1.0	3.0
36	1.0	4.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	4.0	1.0	1.0	3.0	4.0	3.0	3.0	1.0	4.0	1.0	3.0
37	2.0	2.0	2.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0	16.0	8.0	16.0	8.0	2.0	2.0	2.0	2.0
38	2.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0
39	11.0	4.0	11.0	4.0	11.0	4.0	11.0	4.0	11.0	4.0	11.0	4.0	11.0	4.0	11.0	4.0	11.0	4.0	11.0	4.0
40	7.0	2.0	7.0	4.0	7.0	2.0	7.0	4.0	7.0	2.0	7.0	4.0	7.0	2.0	7.0	2.0	7.0	2.0	7.0	2.0
41	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	4.0	9.0	9.0	4.0	9.0	9.0	9.0	9.0
42	5.0	6.0	7.0	5.0	5.0	6.0	7.0	5.0	5.0	6.0	7.0	5.0	5.0	6.0	7.0	4.0	5.0	6.0	7.0	4.0
43	9.0	3.0	8.0	6.0	5.0	2.0	4.0	2.0	6.0	2.0	5.0	2.0	3.0	2.0	2.0	2.0	9.0	3.0	8.0	2.0
44	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	4.0
45	1.0	6.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	6.0	1.0	2.0	1.0	6.0	1.0	5.0	1.0	6.0	1.0	5.0
46	2.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0
47	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0
48	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0
49	2.0	31.0	3.0	4.0	2.0	31.0	3.0	4.0	2.0	31.0	3.0	5.0	2.0	31.0	3.0	15.0	2.0	31.0	3.0	15.0
50	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
51	10.0	2.0	10.0	3.0	10.0	2.0	10.0	3.0	10.0	2.0	10.0	2.0	10.0	2.0	10.0	1.0	10.0	2.0	10.0	1.0
52	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0
53	1.0	5.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	5.0	1.0	2.0	1.0	5.0	1.0	2.0
54	20.0	18.0	20.0	17.0	20.0	18.0	20.0	17.0	20.0	18.0	20.0	15.0	20.0	18.0	20.0	14.0	20.0	18.0	20.0	14.0
55	1.0	6.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	6.0	1.0	1.0
56	3.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0
57	2.0	2.0	3.0	1.0	2.0	2.0	3.0	1.0	2.0	2.0	3.0	1.0	2.0	2.0	3.0	1.0	2.0	2.0	3.0	1.0
