id	ori_Barinel	pred_Barinel	predWithReplace_Barinel	tot_Barinel	ori_DStar	pred_DStar	predWithReplace_DStar	tot_DStar	ori_Ochiai	pred_Ochiai	predWithReplace_Ochiai	tot_Ochiai	ori_Op2	pred_Op2	predWithReplace_Op2	tot_Op2	ori_Tarantula	pred_Tarantula	predWithReplace_Tarantula	tot_Tarantula	ori_StatisticalDebugging	pred_StatisticalDebugging	predWithReplace_StatisticalDebugging	tot_StatisticalDebugging	ori_OriginalStatisticalDebugging	pred_OriginalStatisticalDebugging	predWithReplace_OriginalStatisticalDebugging	tot_OriginalStatisticalDebugging
1	4.0	1.0	1.0	1.0	5.0	1.0	2.0	2.0	5.0	1.0	1.0	1.0	13.0	1.0	11.0	2.0	4.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	5.0	6.0	6.0	6.0
2	4.0	16.0	6.0	6.0	4.0	16.0	6.0	6.0	4.0	16.0	6.0	6.0	4.0	16.0	6.0	6.0	4.0	16.0	6.0	6.0	10.0	1.0	1.0	1.0	10.0	10.0	10.0	10.0
3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
4	2.0	29.0	2.0	2.0	2.0	29.0	2.0	2.0	2.0	29.0	2.0	3.0	13.0	29.0	13.0	15.0	2.0	29.0	2.0	4.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
6	18.0	205.0	20.0	22.0	16.0	205.0	16.0	18.0	16.0	205.0	16.0	18.0	27.0	205.0	27.0	36.0	18.0	205.0	20.0	45.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
7	61.0	74.0	62.0	66.0	61.0	74.0	62.0	66.0	61.0	74.0	62.0	66.0	61.0	74.0	62.0	66.0	61.0	74.0	62.0	66.0	30.0	19.0	19.0	19.0	30.0	30.0	30.0	30.0
8	2.0	9.0	2.0	2.0	2.0	9.0	2.0	2.0	2.0	9.0	2.0	2.0	2.0	9.0	2.0	2.0	2.0	9.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
9	1.0	9.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0	9.0	1.0	3.0	1.0	9.0	1.0	3.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
10	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	8.0	12.0	12.0	12.0	8.0	8.0	8.0	8.0
